objID	objStat	objName	chr	startpos	endpos	strand	treesize	usedseqlength	branchlength	genelength
1343	92591	0	ASB16	17	44170706	44179083	1	6	453	0.00424	8378
1344	51666	0	ASB4	7	95485901	95540231	1	7	426	0.004889	54331
1345	4257	0.769077044848315	MGST1	12	16347142	16377189	1	8	155	0.011964	30048
1346	9536	0	PTGES	9	129738336	129753065	-1	8	152	0.011597	14730
1347	8557	0.0531829589358814	TCAP	17	39665346	39666554	1	7	167	0.006427	1209
1348	7991	0	TUSC3	8	15540087	15766649	1	7	345	0.003038	226563
1349	84061	0	MAGT1	X	77826364	77895568	-1	7	367	0.012584	69205
1350	2172	0	FABP6	5	160187367	160238722	1	6	177	0.006049	51356
1351	2168	0	FABP1	2	88122982	88128131	-1	8	127	0.029345	5150
1352	51025	0	PAM16	16	4340251	4351372	-1	8	125	0.015592	11122
1353	51010	0.918478249655127	EXOSC3	9	37779714	37785092	-1	8	275	0.003799	5379
1354	9	0	NAT1	8	18170462	18223689	1	15	290	0.003607	53228
1355	10	0	NAT2	8	18391245	18401213	1	15	290	0.015579	9969
1356	29079	0	MED4	13	48075728	48095141	-1	7	270	0.008955	19414
1357	5886	0	RAD23A	19	12945814	12953643	1	5	350	0.007087	7830
1358	5887	0	RAD23B	9	107283236	107332194	1	7	409	0.016209	48959
1359	57122	0	NUP107	12	68686951	68742693	1	7	925	0.00276	55743
1360	6156	0.00119603991346835	RPL30	8	98041710	98045590	-1	6	115	0.081897	3881
1361	9926	0.871757902830425	LPGAT1	1	211743457	211875189	-1	8	370	0.002853	131733
1362	51520	0	LARS	5	146113026	146182731	-1	5	1176	0.004472	69706
1363	170712	0	COX7B2	4	46734827	46909235	-1	6	81	0.013021	174409
1364	8773	0	SNAP23	15	42495260	42533061	1	5	211	0.0144	37802
1365	4731	0	NDUFV3	21	42893268	42909663	1	6	473	0.010309	16396
1366	9442	0.233053432612188	MED27	9	131860110	132079887	-1	10	311	0.003796	219778
1367	81623	0.64967362773331	DEFB126	20	142553	145751	1	6	106	0.015282	3199
1368	64981	0.00623999071294656	MRPL34	19	17305668	17306843	1	7	92	0.02182	1176
1369	1081	0	CGA	6	87085498	87095147	-1	7	116	0.036253	9650
1370	9491	0	PSMF1	20	1113263	1168373	1	7	271	0.005227	55111
1371	4249	0	MGAT5	2	134119935	134454621	1	8	741	0.004146	334687
1372	146664	0	MGAT5B	17	76868716	76950393	1	5	771	0.02577	81678
1373	50628	0	GEMIN4	17	744421	752798	-1	7	1056	0.008969	8378
1374	8636	1.28247468475854	SSNA1	9	137188602	137190370	1	8	119	0.01858	1769
1375	51367	0	POP5	12	120579045	120581398	-1	9	163	0.006605	2354
1376	81620	0	CDT1	16	88803778	88809258	1	7	542	0.089851	5481
1377	28962	0	OSTM1	6	108041409	108074737	-1	7	334	0.013083	33329
1378	7070	0	THY1	11	119417945	119423536	-1	7	161	0.01216	5592
1379	23512	0	SUZ12	17	31937025	32001045	1	6	686	0.013431	64021
1380	4863	0	NPAT	11	108157390	108222638	-1	8	1428	0.006444	65249
1381	6117	0	RPA1	17	1829979	1899554	1	5	608	0.026319	69576
1382	6202	0.00789233036587776	RPS8	1	44775574	44778740	1	6	208	0.017813	3167
1383	126328	0	NDUFA11	19	5891276	5904013	-1	7	141	0.021529	12738
1384	5427	0.320291349909925	POLE2	14	49643552	49688380	-1	5	527	0.009744	44829
1385	1537	0	CYC1	8	144095035	144097527	1	8	325	0.005686	2493
1386	56474	0.885385160382087	CTPS2	X	16587999	16712979	-1	7	586	0.001791	124981
1387	1503	0	CTPS1	1	40979335	41012565	1	8	591	0.005211	33231
1388	10421	0	CD2BP2	16	30350766	30355361	-1	8	341	0.003013	4596
1389	6757	0.0376060341136101	SSX2	X	52696896	52707227	-1	32	229	0.006481	10332
1390	6756	0.771946240672783	SSX1	X	48255317	48267444	1	32	229	0.105687	12128
1391	23277	0	CLUH	17	2689386	2711759	-1	5	1309	0.017475	22374
1392	23047	0	PDS5B	13	32586427	32778020	1	7	1447	0.002607	191594
1393	23244	0	PDS5A	4	39822863	39977956	-1	6	1337	0.000957	155094
1394	4524	0	MTHFR	1	11785730	11806103	-1	6	697	0.044102	20374
1395	81839	0.0376060298382997	VANGL1	1	115641953	115698224	1	7	524	0.0093	56272
1396	57216	0	VANGL2	1	160400574	160428678	1	6	521	0.010064	28105
1397	85480	0.903965484038646	TSLP	5	111070080	111078024	1	6	157	0.127457	7945
1398	3418	0	IDH2	15	90083978	90102476	-1	7	452	0.009475	18499
1399	3417	0	IDH1	2	208236227	208255143	-1	8	414	0.004939	18917
1400	5897	0	RAG2	11	36591943	36598279	-1	7	527	0.003841	6337
1401	22826	0.0376060319759551	DNAJC8	1	28200278	28233031	-1	13	253	0.004102	32754
1402	178	0.655362273070386	AGL	1	99850077	99924023	1	6	1532	0.010574	73947
1403	51005	0.895744257899185	AMDHD2	16	2520362	2530954	1	8	439	0.024001	10593
1404	8906	0	AP1G2	14	23559563	23569545	-1	8	785	0.001234	9983
1405	164	0	AP1G1	16	71729000	71809073	-1	5	804	0.017729	80074
1406	23431	0	AP4E1	15	50908625	51005900	1	8	1137	0.003698	97276
1407	6143	0	RPL19	17	39200283	39204727	1	8	196	0.007356	4445
1408	3593	0	IL12B	5	159314783	159330473	-1	7	328	0.003072	15691
1409	1208	0	CLPS	6	35794982	35797344	-1	8	112	0.019157	2363
1410	6872	0	TAF1	X	71366239	71530525	1	10	1926	0.001996	164287
1411	138474	0.671770771008434	TAF1L	9	32629454	32635669	-1	10	1926	0.008983	6216
1412	25920	0	NELFB	9	137255307	137273548	1	5	580	0.041585	18242
1413	2152	0	F3	1	94529176	94541857	-1	7	295	0.00982	12682
1414	201633	0.99919953940707	TIGIT	3	114293560	114312158	1	6	244	0.011547	18599
1415	11277	0	TREX1	3	48465520	48467645	1	5	311	0.025596	2126
1416	117584	0	RFFL	17	35009112	35089329	-1	7	363	0.002837	80218
1417	80196	0.514409082279935	RNF34	12	121400083	121424352	1	8	373	0.014171	24270
1418	63967	0.514195904425408	CLSPN	1	35732112	35769950	-1	7	1337	0.004916	37839
1419	26151	0	NAT9	17	74770547	74776395	-1	6	207	0.009865	5849
1420	9465	0	AKAP7	6	131135686	131283535	1	8	326	0.013057	147850
1421	55814	0	BDP1	5	71455615	71567822	1	5	2436	0.01124	112208
1422	10870	0	HCST	19	35902480	35904271	1	6	93	0.010815	1792
1423	54998	0	AURKAIP1	1	1373730	1375438	-1	5	199	0.050209	1709
1424	10640	0	EXOC5	14	57202476	57268899	-1	7	708	0.002826	66424
1425	84126	0	ATRIP	3	48446710	48465655	1	7	791	0.000609	18946
1426	7805	0	LAPTM5	1	30732468	30757836	-1	8	262	0.025848	25369
1427	124583	0	CANT1	17	78991716	79009817	-1	7	401	0.014965	18102
1428	7405	0	UVRAG	11	75815167	76144238	1	7	699	0.013441	329072
1429	64506	0	CPEB1	15	82543198	82648016	-1	5	500	0.004109	104819
1430	7357	0	UGCG	9	111896926	111935369	1	7	394	0.005538	38444
1431	144245	0	ALG10B	12	38316741	38329726	1	12	473	0.004452	12986
1432	84920	0.537772157607388	ALG10	12	34022281	34028302	1	12	473	0.007484	6022
1433	7381	0	UQCRB	8	96226676	96235634	-1	8	111	0.014725	8959
1434	55190	0	NUDT11	X	51490011	51496607	-1	15	164	0.00605	6597
1435	11165	0	NUDT3	6	34287194	34392680	-1	7	172	0.005956	105487
1436	134353	0	LSM11	5	157743747	157756738	1	5	360	0.018711	12992
1437	115024	0	NT5C3B	17	41825082	41836271	-1	6	292	0.002535	11190
1438	51251	0	NT5C3A	7	33014113	33062797	-1	5	336	0.01611	48685
1439	6141	0	RPL18	19	48615327	48619418	-1	11	188	0.044139	4092
1440	706	0.0037588818449448	TSPO	22	43151514	43163242	1	6	169	0.016002	11729
1441	6884	0	TAF13	1	109064376	109076002	-1	6	124	0.008574	11627
1442	92359	0	CRB3	19	6463777	6467221	1	6	123	0.006193	3445
1443	5711	0.275513772534013	PSMD5	9	120816053	120843021	-1	7	504	0.012996	26969
1444	6448	0	SGSH	17	80207054	80220400	-1	7	500	0.00718	13347
1445	54472	0	TOLLIP	11	1274368	1309662	-1	6	274	0.028239	35295
1446	3565	0	IL4	5	132673986	132682678	1	9	153	0.009172	8693
1447	57171	0	DOLPP1	9	129081104	129090438	1	6	238	0.004858	9335
1448	793	0	CALB1	8	90058610	90082879	-1	7	261	0.003561	24270
1449	131474	0	CHCHD4	3	14112077	14124871	-1	10	142	0.014663	12795
1450	55140	0.0376060298382997	ELP3	8	28090231	28191153	1	8	547	0.001622	100923
1451	2967	0	GTF2H3	12	123633739	123662604	1	6	308	0.014909	28866
1452	6295	0	SAG	2	233307663	233347055	1	8	405	0.006018	39393
1453	407	0	ARR3	X	70268335	70281993	1	8	388	0.020558	13659
1454	408	0.39041904631132	ARRB1	11	75260122	75351831	-1	5	418	0.008765	91710
1455	409	0	ARRB2	17	4710494	4721500	1	6	409	0.014702	11007
1456	8649	0.00119603991346835	LAMTOR3	4	99878338	99894546	-1	5	124	0.016784	16209
1457	55650	0	PIGV	1	26787963	26798403	1	6	493	0.001936	10441
1458	9296	0.00119603991346835	ATP6V1F	7	128862803	128865849	1	8	119	0.01022	3047
1459	5214	0	PFKP	10	3067475	3136805	1	5	724	0.000817	69331
1460	5213	0.422915458655674	PFKM	12	48105873	48146404	1	8	819	0.006334	40532
1461	5211	0	PFKL	21	44300042	44327378	1	6	752	0.00654	27337
1462	57103	0	C12orf5	12	4321193	4360028	1	9	270	0.008593	38836
1463	6882	0	TAF11	6	34877778	34888071	-1	8	211	0.004888	10294
1464	2491	0	CENPI	X	101098204	101163678	1	7	756	0.00323	65475
1465	10157	0	AASS	7	122073544	122144290	-1	7	926	0.002241	70747
1466	5149	0	PDE6H	12	14973022	14981865	1	7	83	0.012082	8844
1467	80314	1.24801814128632	EPC1	10	32267716	32378798	-1	8	836	0.001074	111083
1468	6731	0	SRP72	4	56467204	56503681	1	7	671	0.005664	36478
1469	55014	0	STX17	9	99906633	99974536	1	8	302	0.003726	67904
1470	133308	0	SLC9B2	4	103020230	103077366	-1	8	537	0.004204	57137
1471	150159	0.694936579029838	SLC9B1	4	102885048	103020187	-1	5	515	0.024343	135140
1472	84131	0	CEP78	9	78236062	78271883	1	9	705	0.004254	35822
1473	3428	0	IFI16	1	158999973	159055155	1	13	739	0.007035	55183
1474	9447	0	AIM2	1	159058999	159076894	-1	6	344	0.013423	17896
1475	6241	0.0376060298382997	RRM2	2	10122568	10131419	1	7	389	0.012377	8852
1476	50484	0	RRM2B	8	102204501	102239118	-1	7	351	0.006196	34618
1477	55343	0	SLC35C1	11	45804072	45813016	1	7	364	0.006311	8945
1478	11145	0	PLA2G16	11	63574462	63616873	-1	6	162	0.015204	42412
1479	55901	0	THSD1	13	52377167	52406494	-1	6	853	0.019705	29328
1480	51478	0	HSD17B7	1	162790706	162812818	1	8	341	0.006262	22113
1481	8518	0	IKBKAP	9	108867520	108934328	-1	7	1332	0.001612	66809
1482	3475	0	IFRD1	7	112423144	112477203	1	8	451	0.004634	54060
1483	3552	0	IL1A	2	112773915	112785394	-1	9	271	0.004162	11480
1484	7167	0	TPI1	12	6867420	6870946	1	8	249	0.007518	3527
1485	548645	0	DNAJC25	9	111631352	111654351	1	7	360	0.002977	23000
1486	548593	0	SLX1A	16	30193843	30197566	1	5	274	0.027193	3724
1487	2108	0.405772283882326	ETFA	15	76216287	76311469	-1	7	333	0.006801	95183
1488	1437	0	CSF2	5	132073792	132076170	1	8	144	0.003525	2379
1489	11140	0	CDC37	19	10391133	10403595	-1	7	378	0.026906	12463
1490	10979	0	FERMT2	14	52857271	52951097	-1	7	687	0.001444	93827
1491	83706	0	FERMT3	11	64206680	64223891	1	7	663	0.009824	17212
1492	123099	0	DEGS2	14	100146416	100166839	-1	6	323	0.002051	20424
1493	8560	0	DEGS1	1	224183208	224193441	1	6	323	0.006488	10234
1494	9394	0	HS6ST1	2	128265480	128318597	-1	6	401	0.000712	53118
1495	862	0	RUNX1T1	8	91954967	92103226	-1	9	578	0.004093	148260
1496	863	0	CBFA2T3	16	88874855	88977156	-1	7	653	0.006362	102302
1497	2643	0	GCH1	14	54842005	54902885	-1	5	250	0.016442	60881
1498	158	0	ADSL	22	40346500	40366573	1	7	484	0.005111	20074
1499	23426	0	GRIP1	12	66347398	67069231	-1	6	1128	0.003206	721834
1500	79690	1.09070709310303	GAL3ST4	7	100159242	100168750	-1	6	486	0.006035	9509
1501	9514	0.00316262875045348	GAL3ST1	22	30554635	30574578	-1	7	423	0.01905	19944
1502	89792	0	GAL3ST3	11	66040765	66049180	-1	7	431	0.012306	8416
1503	84444	0.0494923242271271	DOT1L	19	2164149	2232578	1	8	1536	0.004484	68430
1504	284098	0.968241911904792	PIGW	17	36534973	36539368	1	6	504	0.018084	4396
1505	2822	0	GPLD1	6	24425832	24489622	-1	7	840	0.010712	63791
1506	55578	0.821714987783393	SUPT20H	13	37009312	37059713	-1	7	779	0.001703	50402
1507	1857	0	DVL3	3	184155311	184173526	1	8	716	0.001841	18216
1508	1855	0	DVL1	1	1335278	1349117	-1	5	666	0.067246	13840
1509	1856	0	DVL2	17	7225342	7234548	-1	8	736	0.003872	9207
1510	6390	0.890348601250401	SDHB	1	17018722	17054170	-1	8	280	0.003669	35449
1511	2232	0	FDXR	17	74862497	74873031	-1	7	491	0.005179	10535
1512	54960	0	GEMIN8	X	14006709	14029916	-1	13	242	0.018039	23208
1513	7139	0.766152025802798	TNNT2	1	201359008	201377760	-1	5	295	0.004446	18753
1514	7140	0.803776880112259	TNNT3	11	1919562	1938706	1	5	260	0.019196	19145
1515	7138	0	TNNT1	19	55132793	55149332	-1	5	190	0.063946	16540
1516	53371	0	NUP54	4	76114659	76148515	-1	7	508	0.002019	33857
1517	64800	0.405059445534477	EFCAB6	22	43528744	43812337	-1	7	1501	0.00924	283594
1518	91543	0	RSAD2	2	6877665	6898232	1	9	361	0.013956	20568
1519	9969	0.7433434596866	MED13	17	61942605	62065282	-1	7	2174	0.0015	122678
1520	23389	0.592299790369128	MED13L	12	115958576	116277186	-1	8	2186	0.002042	318611
1521	256933	0	NPB	17	81902196	81902905	1	5	125	0.039251	710
1522	8733	0	GPAA1	8	144082621	144086216	1	7	621	0.012202	3596
1523	55055	0	ZWILCH	15	66505083	66549485	1	6	591	0.005695	44403
1524	10910	0.253720136688498	SUGT1	13	52652696	52688298	1	8	365	0.002529	35603
1525	51067	0.108775730613401	YARS2	12	32725361	32755961	-1	7	477	0.01188	30601
1526	27349	0.273970757599871	MCAT	22	43132206	43143397	-1	6	390	0.036447	11192
1527	10393	0	ANAPC10	4	144994575	145098541	-1	6	185	0.01151	103967
1528	55669	0.544867366720594	MFN1	3	179347692	179393226	1	8	741	0.004479	45535
1529	9927	0	MFN2	1	11980181	12013515	1	6	757	0.011909	33335
1530	84245	0.40846938137139	MRI1	19	13764514	13774282	1	6	369	0.024419	9769
1531	5973	0	RENBP	X	153935269	153944780	-1	5	393	0.007856	9512
1532	2937	0	GSS	20	34928433	34955798	-1	7	474	0.002216	27366
1533	51227	0	PIGP	21	37065364	37073158	-1	6	158	0.019971	7795
1534	8563	0	THOC5	22	29508167	29553760	-1	8	683	0.004285	45594
1535	79866	0	BORA	13	72727749	72756198	1	8	616	0.005364	28450
1536	65220	0.0376060298382997	NADK	1	1751232	1780514	-1	8	525	0.017124	29283
1537	26284	0	ERAL1	17	28855025	28861054	1	8	437	0.002947	6030
1538	8487	0	GEMIN2	14	39114284	39136973	1	7	280	0.001342	22690
1539	686	0.400778971554562	BTD	3	15601352	15647640	1	8	533	0.011895	46289
1540	8876	0	VNN1	6	132680858	132714055	-1	9	513	0.012734	33198
1541	8875	0	VNN2	6	132743870	132763459	-1	6	520	0.019831	19590
1542	4724	1.18875495848812	NDUFS4	5	53560635	53683341	1	7	175	0.017954	122707
1543	5434	0	POLR2E	19	1086579	1095392	-1	8	210	0.02335	8814
1544	1978	0	EIF4EBP1	8	38030502	38060365	1	6	118	0.035485	29864
1545	199	0	AIF1	6	31615192	31617021	1	6	147	0.006792	1830
1546	89801	0	PPP1R3F	X	49269842	49288095	1	7	647	0.003996	18254
1547	400830	1.00549405694342	DEFB132	20	257736	261096	1	7	95	0.036524	3361
1548	3433	0.850038975540173	IFIT2	10	89301949	89309276	1	7	472	0.00228	7328
1549	3437	0	IFIT3	10	89327845	89340968	1	7	490	0.007895	13124
1550	3434	1.16248649689857	IFIT1	10	89392546	89406487	1	9	478	0.009969	13942
1551	439996	0	IFIT1B	10	89378056	89385205	1	7	473	0.005129	7150
1552	91687	0	CENPL	1	173799550	173824639	-1	5	360	0.008715	25090
1553	10195	0.97864300768235	ALG3	3	184242329	184249525	-1	5	438	0.004734	7197
1554	23495	0.00490800744725867	TNFRSF13B	17	16939084	16972088	-1	7	274	0.02296	33005
1555	25924	0.0376060341136101	MYRIP	3	39808914	40260321	1	8	859	0.006687	451408
1556	79083	0	MLPH	2	237486410	237555318	1	5	567	0.009525	68909
1557	5830	0	PEX5	12	7189163	7218574	1	7	639	0.005042	29412
1558	3482	0	IGF2R	6	159969099	160106551	1	7	2491	0.025746	137453
1559	661	0.845720176051294	POLR3D	8	22245106	22251167	1	8	398	0.002924	6062
1560	245910	0	DEFB107A	8	7811720	7815716	-1	7	70	0.029803	3997
1561	924	0	CD7	17	82314870	82317604	-1	6	236	0.016392	2735
1562	9837	0.093369148416788	GINS1	20	25407687	25448555	1	8	196	0.015695	40869
1563	7512	0	XPNPEP2	X	129738970	129769549	1	7	674	0.005375	30580
1564	132660	0	LIN54	4	82924603	83012941	-1	6	749	0.002835	88339
1565	9924	0	PAN2	12	56316223	56334053	-1	6	1202	0.001444	17831
1566	57510	0	XPO5	6	43522330	43576075	-1	8	1204	0.00366	53746
1567	87178	0	PNPT1	2	55634063	55693910	-1	7	783	0.001291	59848
1568	435	0	ASL	7	66075789	66093343	1	6	406	0.002538	17555
1569	6387	0.883909700492386	CXCL12	10	44370153	44385097	-1	5	90	0.011013	14945
1570	3628	0	INPP1	2	190343470	190371665	1	8	399	0.005511	28196
1571	10695	0	CNPY3	6	42929122	42947757	1	8	277	0.015909	18636
1572	2805	0	GOT1	10	99396870	99430773	-1	8	413	0.006155	33904
1573	2806	0	GOT2	16	58707131	58734357	-1	9	430	0.007638	27227
1574	84464	0.398325451387168	SLX4	16	3581181	3611584	-1	6	1834	0.011437	30404
1575	23608	0	MKRN1	7	140453040	140479569	-1	9	478	0.004689	26530
1576	10735	0	STAG2	X	123960560	124102656	1	6	1268	0.001501	142097
1577	10734	0	STAG3	7	100177724	100214387	1	7	1225	0.022417	36664
1578	6048	0	RNF5	6	32178385	32180793	1	5	180	0.005961	2409
1579	100534599	0	ISY1-RAB43	3	129087569	129161230	-1	8	285	0.002919	73662
1580	51409	0	HEMK1	3	50569152	50584991	1	8	338	0.003398	15840
1581	57828	0.0376060341136101	CATSPERG	19	38335803	38370949	1	7	1159	0.003621	35147
1582	7248	0.567173855603466	TSC1	9	132891348	132944707	-1	9	1164	0.003327	53360
1583	63916	0	ELMO2	20	46366050	46407051	-1	7	720	0.001909	41002
1584	9844	0	ELMO1	7	36852906	37449326	-1	7	727	0.001494	596421
1585	2968	0	GTF2H4	6	30908200	30914103	1	6	462	0.01283	5904
1586	10799	0	RPP40	6	4995046	5004063	-1	8	363	0.006822	9018
1587	25805	0	BAMBI	10	28677495	28682939	1	8	260	0.005277	5445
1588	27297	0	CRCP	7	66114818	66154568	1	5	148	0.008167	39751
1589	23169	0.915640366372041	SLC35D1	1	66999332	67054397	-1	7	355	0.002881	55066
1590	11046	0.511138259460314	SLC35D2	9	96313437	96383710	-1	7	335	0.011894	70274
1591	27040	0.784553482478528	LAT	16	28984826	28990783	1	6	233	0.006435	5958
1592	4221	1.08053960777359	MEN1	11	64803514	64811294	-1	5	615	0.008559	7781
1593	51567	1.03124307034494	TDP2	6	24649977	24666887	-1	9	362	0.005797	16911
1594	8991	0.282043839149461	SELENBP1	1	151364302	151372734	-1	6	472	0.004959	8433
1595	3060	0	HCRT	17	42184060	42185452	-1	8	131	0.023574	1393
1596	8800	0.0376060319759551	PEX11A	15	89681531	89690784	-1	9	247	0.005913	9254
1597	8799	0	PEX11B	1	145911348	145918924	-1	7	259	0.003881	7577
1598	5910	0	RAP1GDS1	4	98261376	98443861	1	7	607	0.001677	182486
1599	8896	0	BUD31	7	99408641	99419616	1	7	144	0.014243	10976
1600	51021	0	MRPS16	10	73248843	73252693	-1	6	137	0.007349	3851
1601	282616	0	IFNL2	19	39268517	39270092	1	10	200	0.003902	1576
1602	282618	0	IFNL1	19	39296325	39298672	1	5	191	0.009432	2348
1603	10007	0	GNPDA1	5	142000669	142013055	-1	7	289	0.004653	12387
1604	132789	0	GNPDA2	4	44682183	44726634	-1	7	276	0.015865	44452
1605	132	0	ADK	10	74151185	74709303	1	6	362	0.008436	558119
1606	7428	0	VHL	3	10141635	10153670	1	5	213	0.01306	12036
1607	55850	0	USE1	19	17215346	17219829	1	6	259	0.019334	4484
1608	132158	0	GLYCTK	3	52287820	52295256	1	7	523	0.014244	7437
1609	55288	0	RHOT1	17	32142454	32253374	1	6	691	0.001388	110921
1610	117283	0	IP6K3	6	33721638	33746985	-1	8	410	0.019235	25348
1611	253430	0	IPMK	10	58191517	58267934	-1	7	416	0.003861	76418
1612	10066	0.726377909037638	SCAMP2	15	74843730	74873365	-1	6	329	0.015524	29636
1613	5277	0.312444745349156	PIGA	X	15319451	15335554	-1	7	484	0.008435	16104
1614	662	0	BNIP1	5	173144442	173164387	1	5	271	0.027272	19946
1615	26272	1.08460349407314	FBXO4	5	41925252	41941570	1	7	387	0.006341	16319
1616	79728	1.04858991662542	PALB2	16	23603162	23641357	-1	6	1186	0.008852	38196
1617	29781	0	NCAPH2	22	50508216	50524780	1	7	605	0.002039	16565
1618	8738	0.891749377083865	CRADD	12	93677346	93895754	1	9	199	0.00516	218409
1619	6386	0	SDCBP	8	58553169	58582860	1	10	298	0.010528	29692
1620	55299	0	BRIX1	5	34915715	34925682	1	7	353	0.018575	9968
1621	55604	0	LRRC16A	6	25279428	25620530	1	6	1371	0.002624	341103
1622	1677	0.00211497731510546	DFFB	1	3857267	3885429	1	5	338	0.050967	28163
1623	10286	0	BCAS2	1	114567557	114581644	-1	8	225	0.004552	14088
1624	11198	0	SUPT16H	14	21351472	21384266	-1	5	1047	0.002551	32795
1625	131450	0	CD200R1	3	112922685	112975122	-1	16	393	0.00443	52438
1626	84246	0.00254670111021475	MED10	5	6371926	6378526	-1	7	135	0.014777	6601
1627	10229	0	COQ7	16	19067595	19080095	1	9	217	0.00947	12501
1628	79590	0	MRPL24	1	156737302	156741131	-1	8	216	0.013246	3830
1629	2958	0.926990043823022	GTF2A2	15	59638062	59657538	-1	5	109	0.009382	19477
1630	284716	0.786409545233719	RIMKLA	1	42380797	42424229	1	7	391	0.003637	43433
1631	57494	0	RIMKLB	12	8697177	8783095	1	5	386	0.007787	85919
1632	55706	0	NDC1	1	53765460	53838552	-1	6	674	0.000967	73093
1633	9094	0	UNC119	17	28546707	28552628	-1	5	240	0.01023	5922
1634	64968	0.310525582738576	MRPS6	21	34073523	34143034	1	8	125	0.031897	69512
1635	80139	0	ZNF703	8	37695783	37698878	1	5	590	0.011939	3096
1636	51081	0.740942269172779	MRPS7	17	75261668	75266376	1	9	242	0.028112	4709
1637	7174	0	TPP2	13	102596936	102679174	1	8	1262	0.005321	82239
1638	23385	0.530025505792468	NCSTN	1	160343273	160358952	1	8	709	0.013051	15680
1639	83879	0.502457817930316	CDCA7	2	173354833	173368990	1	8	450	0.012643	14158
1640	55536	0	CDCA7L	7	21900899	21945924	-1	6	455	0.016848	45026
1641	51264	0	MRPL27	17	50367867	50373201	-1	14	148	0.007548	5335
1642	56985	1.50984865284562	ADPRM	17	10697610	10712947	1	8	342	0.016935	15338
1643	5714	0	PSMD8	19	38374550	38383824	1	5	350	0.013058	9275
1644	3612	0.463568035304412	IMPA1	8	81656916	81686354	-1	9	277	0.012093	29439
1645	3613	0	IMPA2	18	11981428	12030886	1	6	288	0.003837	49459
1646	5949	0	RBP3	10	47348371	47357875	1	7	1247	0.004604	9505
1647	114049	0	WBSCR22	7	73683568	73698221	1	6	281	0.030389	14654
1648	4849	0	CNOT3	19	54137720	54155708	1	6	753	0.001232	17989
1649	9793	0.19336452142914	CKAP5	11	46743534	46846308	-1	8	2032	0.004575	102775
1650	7298	0	TYMS	18	657604	673499	1	7	313	0.02006	15896
1651	2520	0	GAST	17	41712326	41715969	1	8	102	0.042829	3644
1652	64223	0	MLST8	16	2205177	2209417	1	5	326	0.008248	4241
1653	84432	0.00463624066007812	PROK1	1	110451166	110457354	1	8	105	0.009544	6189
1654	60675	0	PROK2	3	71771655	71785206	-1	6	129	0.007851	13552
1655	10654	0.0376060298382997	PMVK	1	154924732	154937008	-1	7	192	0.005415	12277
1656	81873	0.00211497731510546	ARPC5L	9	124862130	124877733	1	5	153	0.0065	15604
1657	645	0	BLVRB	19	40447784	40465818	-1	6	206	0.004906	18035
1658	145957	1.08507931934231	NRG4	15	75941973	76012444	-1	7	115	0.017274	70472
1659	53407	0	STX18	4	4418968	4542048	-1	5	295	0.008327	123081
1660	196513	0	DCP1B	12	1946048	2004545	-1	8	616	0.013879	58498
1661	23019	0	CNOT1	16	58519946	58629886	-1	7	2376	0.003331	109941
1662	6574	0	SLC20A1	2	112645857	112663825	1	7	679	0.007186	17969
1663	6575	0	SLC20A2	8	42416462	42542213	-1	7	652	0.00762	125752
1664	84313	0	VPS25	17	42773436	42779600	1	6	176	0.009898	6165
1665	50964	1.13072810019668	SOST	17	43753731	43758788	-1	5	213	0.019815	5058
1666	2677	0	GGCX	2	85544855	85561534	-1	8	758	0.00473	16680
1667	857	0	CAV1	7	116524785	116561185	1	8	178	0.01147	36401
1668	859	0	CAV3	3	8733800	8746765	1	7	151	0.040617	12966
1669	858	0.0376060309071274	CAV2	7	116499601	116508541	1	6	162	0.023556	8941
1670	128869	0	PIGU	20	34560542	34677285	-1	7	435	0.004727	116744
1671	151648	0	SGOL1	3	20160593	20186232	-1	8	522	0.002938	25640
1672	930	0	CD19	16	28931761	28939347	1	7	557	0.017662	7587
1673	11076	0	TPPP	5	659862	693395	-1	7	219	0.039752	33534
1674	9104	0	RGN	X	47078355	47093314	1	6	299	0.022059	14960
1675	64983	0.687991906819829	MRPL32	7	42932205	42937857	1	8	188	0.020189	5653
1676	284359	1.50835642890714	IZUMO1	19	48740875	48747574	-1	6	350	0.030609	6700
1677	3921	0	RPSA	3	39406713	39412542	1	8	295	0.010564	5830
1678	5195	0	PEX14	1	10474946	10630758	1	7	377	0.00297	155813
1679	27249	0	MMADHC	2	149569633	149587816	-1	8	296	0.007166	18184
1680	539	0.99948910861842	ATP5O	21	33903453	33915854	-1	8	213	0.011774	12402
1681	4927	0.49182571926121	NUP88	17	5386026	5419739	-1	6	741	0.004718	33714
1682	2965	0	GTF2H1	11	18322269	18367043	1	9	548	0.005816	44775
1683	8559	0	PRPF18	10	13586939	13630868	1	7	342	0.003221	43930
1684	11216	0	AKAP10	17	19904452	19977856	-1	7	662	0.003947	73405
1685	8626	0	TP63	3	189631160	189897279	1	8	680	0.001367	266120
1686	7157	0.785827009334295	TP53	17	7668402	7687550	-1	8	393	0.002227	19149
1687	122481	0	AK7	14	96392111	96489427	1	7	723	0.009053	97317
1688	1944	0	EFNA3	1	155078872	155087538	1	8	238	0.004876	8667
1689	1942	0	EFNA1	1	155127873	155134910	1	8	205	0.010058	7038
1690	23395	0	LARS2	3	45388561	45548842	1	8	903	0.004674	160282
1691	8914	0	TIMELESS	12	56416373	56449416	-1	8	1209	0.005978	33044
