setID	setName	source	setsize.org
138001	mTOR signaling pathway	Pathway Interaction Database	60
138000	IL23-mediated signaling events	Pathway Interaction Database	37
137999	Integrins in angiogenesis	Pathway Interaction Database	46
137998	TCR signaling in naive CD4+ T cells	Pathway Interaction Database	61
137997	Signaling events mediated by HDAC Class I	Pathway Interaction Database	67
137996	VEGFR3 signaling in lymphatic endothelium	Pathway Interaction Database	23
137995	HIV-1 Nef: Negative effector of Fas and TNF-alpha	Pathway Interaction Database	35
137994	CDC42 signaling events	Pathway Interaction Database	70
137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	Pathway Interaction Database	49
137992	IGF1 pathway	Pathway Interaction Database	28
137991	ErbB4 signaling events	Pathway Interaction Database	32
137990	Regulation of CDC42 activity	Pathway Interaction Database	30
137989	FGF signaling pathway	Pathway Interaction Database	47
137988	IL2 signaling events mediated by STAT5	Pathway Interaction Database	30
137987	Regulation of Telomerase	Pathway Interaction Database	66
137984	Lissencephaly gene (LIS1) in neuronal migration and development	Pathway Interaction Database	31
137981	Insulin-mediated glucose transport	Pathway Interaction Database	29
137980	Reelin signaling pathway	Pathway Interaction Database	29
137979	FOXA1 transcription factor network	Pathway Interaction Database	43
137978	Circadian rhythm pathway	Pathway Interaction Database	13
137977	Neurotrophic factor-mediated Trk receptor signaling	Pathway Interaction Database	56
137976	IL2-mediated signaling events	Pathway Interaction Database	52
137975	RXR and RAR heterodimerization with other nuclear receptor	Pathway Interaction Database	14
137974	Caspase cascade in apoptosis	Pathway Interaction Database	50
137972	Signaling events mediated by HDAC Class III	Pathway Interaction Database	39
137971	Paxillin-independent events mediated by a4b1 and a4b7	Pathway Interaction Database	22
137970	EGF receptor (ErbB1) signaling pathway	Pathway Interaction Database	25
137969	Signaling events mediated by PRL	Pathway Interaction Database	23
137968	ALK1 signaling events	Pathway Interaction Database	24
137967	Trk receptor signaling mediated by PI3K and PLC-gamma	Pathway Interaction Database	32
137964	Regulation of p38-alpha and p38-beta	Pathway Interaction Database	27
137963	Regulation of nuclear SMAD2/3 signaling	Pathway Interaction Database	76
137962	Wnt signaling network	Pathway Interaction Database	28
137961	EPHA2 forward signaling	Pathway Interaction Database	17
137960	Osteopontin-mediated events	Pathway Interaction Database	32
137959	BARD1 signaling events	Pathway Interaction Database	29
137958	Endothelins	Pathway Interaction Database	53
137957	LKB1 signaling events	Pathway Interaction Database	42
137956	HIF-2-alpha transcription factor network	Pathway Interaction Database	34
137955	ErbB2/ErbB3 signaling events	Pathway Interaction Database	35
137954	Arf6 trafficking events	Pathway Interaction Database	44
137953	Role of Calcineurin-dependent NFAT signaling in lymphocytes	Pathway Interaction Database	51
137952	Syndecan-3-mediated signaling events	Pathway Interaction Database	17
137950	Signaling events mediated by the Hedgehog family	Pathway Interaction Database	22
137949	LPA4-mediated signaling events	Pathway Interaction Database	15
137948	BMP receptor signaling	Pathway Interaction Database	36
137946	Atypical NF-kappaB pathway	Pathway Interaction Database	14
137945	amb2 Integrin signaling	Pathway Interaction Database	48
137944	IL1-mediated signaling events	Pathway Interaction Database	35
137943	p38 MAPK signaling pathway	Pathway Interaction Database	29
137941	Calcium signaling in the CD4+ TCR pathway	Pathway Interaction Database	28
137940	Signaling events mediated by VEGFR1 and VEGFR2	Pathway Interaction Database	63
137939	Direct p53 effectors	Pathway Interaction Database	134
137938	IL2 signaling events mediated by PI3K	Pathway Interaction Database	37
137937	S1P1 pathway	Pathway Interaction Database	20
137936	IL12 signaling mediated by STAT4	Pathway Interaction Database	28
137935	FOXM1 transcription factor network	Pathway Interaction Database	39
137934	E2F transcription factor network	Pathway Interaction Database	72
137933	IL4-mediated signaling events	Pathway Interaction Database	60
137932	IL6-mediated signaling events	Pathway Interaction Database	43
137931	Sphingosine 1-phosphate (S1P) pathway	Pathway Interaction Database	21
137930	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	Pathway Interaction Database	72
137929	IL27-mediated signaling events	Pathway Interaction Database	26
137928	LPA receptor mediated events	Pathway Interaction Database	65
137927	Arf1 pathway	Pathway Interaction Database	18
137926	Visual signal transduction: Cones	Pathway Interaction Database	23
137925	Aurora A signaling	Pathway Interaction Database	31
137924	VEGFR1 specific signals	Pathway Interaction Database	29
137922	IL12-mediated signaling events	Pathway Interaction Database	62
137921	Ras signaling in the CD4+ TCR pathway	Pathway Interaction Database	11
137920	TRAIL signaling pathway	Pathway Interaction Database	25
137919	N-cadherin signaling events	Pathway Interaction Database	33
137918	Stabilization and expansion of the E-cadherin adherens junction	Pathway Interaction Database	40
137917	Angiopoietin receptor Tie2-mediated signaling	Pathway Interaction Database	48
137916	Regulation of retinoblastoma protein	Pathway Interaction Database	55
137915	Signaling events regulated by Ret tyrosine kinase	Pathway Interaction Database	38
137914	Presenilin action in Notch and Wnt signaling	Pathway Interaction Database	46
137913	Alpha-synuclein signaling	Pathway Interaction Database	32
137912	Hedgehog signaling events mediated by Gli proteins	Pathway Interaction Database	43
137911	FOXA2 and FOXA3 transcription factor networks	Pathway Interaction Database	44
137910	CXCR4-mediated signaling events	Pathway Interaction Database	76
131226	Peroxisome	KEGG	79
130626	Aldosterone-regulated sodium reabsorption	KEGG	39
128760	Intestinal immune network for IgA production	KEGG	45
126909	Oocyte meiosis	KEGG	112
125138	Viral myocarditis	KEGG	68
125137	Cytosolic DNA-sensing pathway	KEGG	62
125136	Spliceosome	KEGG	127
122191	NOD-like receptor signaling pathway	KEGG	57
121494	Dilated cardiomyopathy	KEGG	90
119572	Facilitative Na+-independent glucose transporters	REACTOME	12
119571	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACTOME	96
119559	Transport of inorganic cations/anions and amino acids/oligopeptides	REACTOME	96
119558	SLC-mediated transmembrane transport	REACTOME	252
119557	PD-1 signaling	REACTOME	21
119556	CTLA4 inhibitory signaling	REACTOME	22
119555	CD28 dependent Vav1 pathway	REACTOME	11
119554	CD28 dependent PI3K/Akt signaling	REACTOME	21
119553	CD28 co-stimulation	REACTOME	31
119552	Costimulation by the CD28 family	REACTOME	65
119551	G alpha (z) signalling events	REACTOME	47
119550	G alpha (i) signalling events	REACTOME	202
119549	G alpha (s) signalling events	REACTOME	130
119548	GPCR downstream signaling	REACTOME	848
119547	Lysosome Vesicle Biogenesis	REACTOME	24
119546	Golgi Associated Vesicle Biogenesis	REACTOME	54
119544	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)*	REACTOME	122
119543	Sphingolipid metabolism	REACTOME	70
119541	G beta:gamma signalling through PLC beta	REACTOME	22
119540	G beta:gamma signalling through PI3Kgamma	REACTOME	27
119539	G-protein beta:gamma signalling	REACTOME	30
119538	Synthesis, Secretion, and Deacylation of Ghrelin	REACTOME	17
119535	Tight junction interactions	REACTOME	30
119533	Adherens junctions interactions	REACTOME	29
119532	Cell-cell junction organization	REACTOME	59
119530	Activation of Rac	REACTOME	14
119527	Signaling by Robo receptor	REACTOME	32
119526	Other semaphorin interactions	REACTOME	16
119525	CRMPs in Sema3A signaling	REACTOME	16
119524	Sema3A PAK dependent Axon repulsion	REACTOME	15
119523	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	REACTOME	14
119522	Sema4D induced cell migration and growth-cone collapse	REACTOME	24
119520	Sema4D in semaphorin signaling	REACTOME	29
119519	Semaphorin interactions	REACTOME	66
119304	Progesterone-mediated oocyte maturation	KEGG	86
117292	RIG-I-like receptor signaling pathway	KEGG	70
117291	RNA degradation	KEGG	71
114229	Hypertrophic cardiomyopathy (HCM)	KEGG	83
114228	Fc gamma R-mediated phagocytosis	KEGG	95
114227	Dorso-ventral axis formation	KEGG	24
106573	ABC-family proteins mediated transport	REACTOME	36
106572	Transmembrane transport of small molecules	REACTOME	435
106567	RNA Polymerase III Transcription Termination	REACTOME	23
106566	RNA Polymerase III Chain Elongation	REACTOME	18
106565	RNA Polymerase III Transcription Initiation From Type 3 Promoter	REACTOME	28
106563	RNA Polymerase III Transcription Initiation From Type 1 Promoter*	REACTOME	27
106562	RNA Polymerase III Transcription Initiation	REACTOME	35
106561	RNA Polymerase III Transcription*	REACTOME	40
106559	RNA Polymerase II Transcription Termination*	REACTOME	43
106557	RNA Polymerase II Transcription	REACTOME	101
106556	RNA Polymerase I Transcription Termination	REACTOME	21
106555	RNA Polymerase I Chain Elongation	REACTOME	77
106554	RNA Polymerase I Promoter Escape	REACTOME	20
106553	RNA Polymerase I Transcription Initiation	REACTOME	25
106552	RNA Polymerase I Promoter Opening	REACTOME	60
106550	RNA Polymerase I Transcription*	REACTOME	86
106548	Packaging Of Telomere Ends	REACTOME	49
106547	Removal of the Flap Intermediate from the C-strand	REACTOME	10
106546	Processive synthesis on the C-strand of the telomere	REACTOME	11
106543	Telomere C-strand (Lagging Strand) Synthesis	REACTOME	21
106541	Extension of Telomeres	REACTOME	27
106540	Telomere Maintenance	REACTOME	76
106538	Trafficking of GluR2-containing AMPA receptors	REACTOME	16
106536	Glutamate Binding, Activation of AMPA Receptors and Synaptic Plasticity*	REACTOME	30
106535	Acetylcholine Binding And Downstream Events*	REACTOME	15
106534	Neurotransmitter Receptor Binding And Downstream Transmission In The Postsynaptic Cell	REACTOME	141
106525	Acetylcholine Neurotransmitter Release Cycle	REACTOME	11
106522	Glutamate Neurotransmitter Release Cycle	REACTOME	16
106520	Serotonin Neurotransmitter Release Cycle*	REACTOME	12
106519	Norepinephrine Neurotransmitter Release Cycle	REACTOME	11
106518	Neurotransmitter Release Cycle	REACTOME	36
106517	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	REACTOME	12
106516	Transmission across Chemical Synapses	REACTOME	195
106513	Neuronal System	REACTOME	288
106512	Beta-catenin phosphorylation cascade	REACTOME	17
106510	Signaling by Wnt*	REACTOME	68
106506	Signaling by VEGF*	REACTOME	11
106504	Signaling by TGF-beta Receptor Complex	REACTOME	66
106502	Signaling by Rho GTPases*	REACTOME	126
106501	DARPP-32 events	REACTOME	27
106500	Adenylate cyclase inhibitory pathway*	REACTOME	13
106499	Adenylate cyclase activating pathway	REACTOME	10
106497	Ca-dependent events	REACTOME	30
106495	G-protein mediated events*	REACTOME	46
106494	G-protein activation	REACTOME	30
106493	Opioid Signalling	REACTOME	85
106485	Signaling by NOTCH	REACTOME	109
106483	ERKs are inactivated	REACTOME	12
106482	ERK/MAPK targets	REACTOME	21
106481	Nuclear Events (kinase and transcription factor activation)	REACTOME	24
106480	Retrograde neurotrophin signalling	REACTOME	14
106475	AKT phosphorylates targets in the cytosol	REACTOME	13
106471	PKA activation	REACTOME	16
106470	PKA-mediated phosphorylation of CREB	REACTOME	17
106468	CaM pathway*	REACTOME	28
106467	PLC-gamma1 signalling	REACTOME	35
106466	ARMS-mediated activation	REACTOME	17
106465	Frs2-mediated activation	REACTOME	18
106464	Prolonged ERK activation events	REACTOME	19
106463	Signalling to p38 via RIT and RIN	REACTOME	15
106462	p38MAPK events	REACTOME	13
106461	Signalling to RAS	REACTOME	27
106460	Signalling to ERKs	REACTOME	36
106459	NGF signalling via TRKA from the plasma membrane	REACTOME	200
106450	NF-kB is activated and signals survival	REACTOME	13
106449	p75NTR recruits signalling complexes	REACTOME	13
106448	p75NTR signals via NF-kB	REACTOME	16
106445	NRIF signals cell death from the nucleus	REACTOME	16
106444	NRAGE signals death through JNK	REACTOME	47
106443	Cell death signalling via NRAGE, NRIF and NADE	REACTOME	64
106441	p75 NTR receptor-mediated signalling	REACTOME	86
106439	Signalling by NGF	REACTOME	284
106438	Insulin receptor recycling	REACTOME	26
106437	SOS-mediated signalling	REACTOME	14
106428	PKB-mediated events*	REACTOME	28
106427	PI3K Cascade	REACTOME	72
106424	IRS-related events*	REACTOME	83
106423	SHC-mediated signalling	REACTOME	15
106421	SHC-related events	REACTOME	18
106420	Insulin receptor signalling cascade	REACTOME	88
106419	Signaling by Insulin receptor	REACTOME	111
106418	Downstream TCR signaling	REACTOME	41
106417	Generation of second messenger molecules	REACTOME	29
106416	Translocation of ZAP-70 to Immunological synapse	REACTOME	16
106415	Phosphorylation of CD3 and TCR zeta chains	REACTOME	18
106414	TCR signaling	REACTOME	58
106413	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	REACTOME	70
106406	Initial triggering of complement	REACTOME	14
106405	Complement cascade	REACTOME	30
106400	Activated TLR4 signalling	REACTOME	97
106398	Toll Like Receptor 4 (TLR4) Cascade	REACTOME	104
106397	Toll Like Receptor 9 (TLR9) Cascade*	REACTOME	86
106391	Toll Like Receptor 3 (TLR3) Cascade*	REACTOME	79
106390	MyD88:Mal cascade initiated on plasma membrane*	REACTOME	86
106388	Toll Receptor Cascades	REACTOME	122
106387	Innate Immune System	REACTOME	444
106386	Immune System	REACTOME	1035
106385	Downstream signal transduction	REACTOME	155
106384	Signaling by PDGF	REACTOME	184
106383	Olfactory Signaling Pathway	REACTOME	354
106381	Class C/3 (Metabotropic glutamate/pheromone receptors)	REACTOME	15
106380	Glucagon-type ligand receptors	REACTOME	32
106378	Class B/2 (Secretin family receptors)	REACTOME	89
106374	P2Y receptors	REACTOME	14
106373	Nucleotide-like (purinergic) receptors	REACTOME	18
106370	Eicosanoid ligand-binding receptors	REACTOME	15
106368	Serotonin receptors	REACTOME	12
106363	Amine ligand-binding receptors	REACTOME	41
106359	Chemokine receptors bind chemokines	REACTOME	55
106358	Peptide ligand-binding receptors	REACTOME	185
106357	Class A/1 (Rhodopsin-like receptors)	REACTOME	305
106356	Signaling by GPCR	REACTOME	964
106355	FGFR4 ligand binding and activation	REACTOME	13
106352	FGFR3 ligand binding and activation*	REACTOME	12
106351	FGFR2c ligand binding and activation	REACTOME	13
106349	FGFR2 ligand binding and activation*	REACTOME	17
106347	FGFR1c ligand binding and activation*	REACTOME	11
106345	FGFR1 ligand binding and activation	REACTOME	14
106344	FGFR ligand binding and activation	REACTOME	23
106343	Signaling by FGFR	REACTOME	156
106342	EGFR downregulation	REACTOME	27
106341	GAB1 signalosome*	REACTOME	102
106340	SHC1 events in EGFR signaling*	REACTOME	15
106336	Signaling by BMP	REACTOME	23
106335	MicroRNA (miRNA) Biogenesis	REACTOME	23
106334	Regulatory RNA pathways	REACTOME	26
106332	Regulation of gene expression in beta cells	REACTOME	21
106328	Regulation of beta-cell development	REACTOME	33
106327	Pyruvate metabolism and Citric Acid (TCA) cycle	REACTOME	40
106325	Metabolism of porphyrins	REACTOME	22
106288	Pyrimidine catabolism	REACTOME	12
106281	Pyrimidine metabolism	REACTOME	24
106276	Purine catabolism	REACTOME	11
106273	Purine salvage	REACTOME	13
106266	Purine ribonucleoside monophosphate biosynthesis	REACTOME	11
106265	Purine metabolism	REACTOME	34
106263	Metabolism of nucleotides	REACTOME	73
106262	Striated Muscle Contraction	REACTOME	31
106261	Muscle contraction	REACTOME	51
106254	Vitamin B5 (pantothenate) metabolism	REACTOME	11
106249	Metabolism of vitamins and cofactors*	REACTOME	51
106248	Post-chaperonin tubulin folding pathway	REACTOME	19
106247	Association of TriC/CCT with target proteins during biosynthesis	REACTOME	29
106245	Formation of tubulin folding intermediates by CCT/TriC	REACTOME	22
106243	Cooperation of Prefoldin and TriC/CCT in actin and tubulin folding*	REACTOME	29
106242	Chaperonin-mediated protein folding	REACTOME	50
106241	Protein folding	REACTOME	55
106238	Synthesis of glycosylphosphatidylinositol (GPI)	REACTOME	17
106236	Post-translational modification: synthesis of GPI-anchored proteins	REACTOME	26
106232	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	REACTOME	11
106231	PTM: gamma carboxylation, hypusine formation and arylsulfatase activation	REACTOME	28
106230	Metabolism of proteins	REACTOME	452
106228	Metabolism of non-coding RNA*	REACTOME	50
106222	Metabolism of nitric oxide*	REACTOME	19
106212	Glycogen breakdown (glycogenolysis)	REACTOME	16
106205	Pyruvate metabolism	REACTOME	18
106204	Gluconeogenesis	REACTOME	31
106203	Regulation of Glucokinase by Glucokinase Regulatory Protein	REACTOME	29
106200	Glucose transport	REACTOME	40
106199	Glucose metabolism	REACTOME	64
106198	Hexose transport	REACTOME	42
106196	Metabolism of carbohydrates	REACTOME	241
106193	Metabolism of polyamines	REACTOME	15
106190	Tryptophan catabolism	REACTOME	11
106179	Branched-chain amino acid catabolism	REACTOME	18
106176	Regulation of ornithine decarboxylase (ODC)	REACTOME	50
106173	Amino acid synthesis and interconversion (transamination)	REACTOME	16
106170	Amino acid transport across the plasma membrane	REACTOME	31
106169	Metabolism of amino acids and derivatives	REACTOME	199
106165	trans-Golgi Network Vesicle Budding*	REACTOME	61
106160	Membrane Trafficking	REACTOME	183
106158	HDL-mediated lipid transport	REACTOME	15
106157	Chylomicron-mediated lipid transport	REACTOME	17
106156	Lipoprotein metabolism	REACTOME	29
106150	Metabolism of steroid hormones and vitamins A and D	REACTOME	36
106149	Recycling of bile acids and salts	REACTOME	11
106147	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	REACTOME	11
106146	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	REACTOME	16
106145	Synthesis of bile acids and bile salts	REACTOME	20
106144	Bile acid and bile salt metabolism	REACTOME	28
106142	Cholesterol biosynthesis	REACTOME	22
106136	Peroxisomal lipid metabolism	REACTOME	21
106122	Mitochondrial Fatty Acid Beta-Oxidation	REACTOME	14
106115	Fatty Acyl-CoA Biosynthesis	REACTOME	18
106114	Triglyceride Biosynthesis	REACTOME	38
106111	Lipid digestion, mobilization, and transport	REACTOME	48
106110	Integrin cell surface interactions	REACTOME	85
106109	Regulation of pyruvate dehydrogenase (PDH) complex	REACTOME	12
106099	PKA activation in glucagon signalling	REACTOME	17
106097	Glucagon signaling in metabolic regulation	REACTOME	35
106096	Integration of energy metabolism	REACTOME	127
106080	Export of Viral Ribonucleoproteins from Nucleus*	REACTOME	30
106074	Influenza Viral RNA Transcription and Replication	REACTOME	100
106073	Transport of Ribonucleoproteins into the Host Nucleus	REACTOME	29
106067	Influenza Infection*	REACTOME	140
106065	Basigin interactions	REACTOME	25
106064	PECAM1 interactions	REACTOME	12
106063	Tie2 Signaling	REACTOME	18
106062	Cell surface interactions at the vascular wall	REACTOME	94
106060	Common Pathway	REACTOME	14
106059	Intrinsic Pathway	REACTOME	17
106057	Formation of Fibrin Clot (Clotting Cascade)	REACTOME	32
106056	p130Cas linkage to MAPK signaling for integrins	REACTOME	15
106055	GRB2:SOS provides linkage to MAPK signaling for Intergrins	REACTOME	15
106054	Integrin alphaIIb beta3 signaling	REACTOME	27
106053	Platelet Aggregation (Plug Formation)	REACTOME	37
106050	Platelet degranulation	REACTOME	80
106048	Response to elevated platelet cytosolic Ca2+	REACTOME	85
106044	Effects of PIP2 hydrolysis	REACTOME	25
106043	G alpha (q) signalling events	REACTOME	189
106041	G alpha (12/13) signalling events	REACTOME	79
106036	GPVI-mediated activation cascade	REACTOME	33
106034	Platelet activation, signaling and aggregation	REACTOME	209
106030	Platelet Adhesion to exposed collagen	REACTOME	13
106028	Hemostasis	REACTOME	481
106026	Vpu mediated degradation of CD4	REACTOME	51
106021	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	REACTOME	21
106019	The role of Nef in HIV-1 replication and disease pathogenesis	REACTOME	28
106017	Vif-mediated degradation of APOBEC3G	REACTOME	54
106015	Nuclear import of Rev protein	REACTOME	31
106014	Interactions of Rev with host cellular proteins	REACTOME	34
106013	Vpr-mediated nuclear import of PICs	REACTOME	31
106011	Interactions of Vpr with host cellular proteins	REACTOME	33
106010	Host Interactions of HIV factors	REACTOME	127
106008	Assembly of HIV virion	REACTOME	12
106007	Rev-mediated nuclear export of HIV-1 RNA	REACTOME	32
106005	Abortive elongation of HIV-1 transcript in the absence of Tat	REACTOME	23
106000	RNA Pol II CTD phosphorylation and interaction with CE*	REACTOME	26
105996	Transcription of the HIV genome*	REACTOME	60
105995	Late Phase of HIV Life Cycle	REACTOME	104
105985	Early Phase of HIV Life Cycle	REACTOME	13
105984	HIV Life Cycle	REACTOME	117
105983	HIV Infection	REACTOME	199
105982	Mitochondrial tRNA aminoacylation	REACTOME	21
105981	Cytosolic tRNA aminoacylation	REACTOME	24
105980	tRNA Aminoacylation	REACTOME	42
105979	Nuclear Receptor transcription pathway	REACTOME	51
105976	Eukaryotic Translation Elongation*	REACTOME	87
105973	GTP hydrolysis and joining of the 60S ribosomal subunit*	REACTOME	105
105970	Activation of the mRNA upon binding of the cap-binding complex and eIFs, and subsequent binding to 43S*	REACTOME	55
105969	Formation of the ternary complex, and subsequently, the 43S complex	REACTOME	47
105968	Formation of a pool of free 40S subunits	REACTOME	94
105966	Eukaryotic Translation Initiation*	REACTOME	112
105965	Translation	REACTOME	144
105961	Transport of Mature mRNAs Derived from Intronless Transcripts*	REACTOME	36
105959	Transport of Mature Transcript to Cytoplasm*	REACTOME	55
105957	mRNA 3'-end processing	REACTOME	34
105953	mRNA Splicing - Minor Pathway	REACTOME	42
105951	mRNA Splicing*	REACTOME	107
105949	Formation of the Early Elongation Complex*	REACTOME	32
105948	RNA Polymerase II Transcription Elongation*	REACTOME	42
105945	mRNA Capping	REACTOME	28
105941	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening*	REACTOME	39
105939	Notch-HLH transcription pathway	REACTOME	13
105938	Generic Transcription Pathway	REACTOME	425
105937	Gene Expression	REACTOME	1051
105928	Gap junction assembly	REACTOME	19
105927	Gap junction trafficking	REACTOME	28
105926	Gap junction trafficking and regulation	REACTOME	30
105925	Regulation of Insulin Secretion by Glucagon-like Peptide-1	REACTOME	45
105923	Inhibition of Insulin Secretion by Adrenaline/Noradrenaline	REACTOME	31
105921	Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	REACTOME	82
105919	Citric acid cycle (TCA cycle)	REACTOME	19
105911	Glycolysis	REACTOME	27
105909	Regulation of Insulin Secretion	REACTOME	100
105908	Regulation of Insulin-like Growth Factor (IGF) Activity by Insulin-like Growth Factor Binding Proteins (IGFBPs)	REACTOME	17
105907	PERK regulated gene expression	REACTOME	28
105906	Activation of Chaperones by IRE1alpha*	REACTOME	50
105905	Activation of Chaperones by ATF6-alpha	REACTOME	12
105904	Unfolded Protein Response	REACTOME	81
105903	Insulin Synthesis and Processing	REACTOME	23
105902	Diabetes pathways	REACTOME	136
105900	Association of licensing factors with the pre-replicative complex	REACTOME	15
105899	Regulation of DNA replication*	REACTOME	75
105897	DNA Replication	REACTOME	213
105896	Regulation of the Fanconi anemia pathway	REACTOME	10
105895	Fanconi Anemia pathway	REACTOME	25
105891	Formation of transcription-coupled NER (TC-NER) repair complex*	REACTOME	29
105890	Transcription-coupled NER (TC-NER)	REACTOME	45
105889	Repair synthesis of patch ~27-30 bases long by DNA polymerase*	REACTOME	15
105888	Gap-filling DNA repair synthesis and ligation in GG-NER*	REACTOME	16
105886	Formation of incision complex in GG-NER*	REACTOME	20
105884	Global Genomic NER (GG-NER)	REACTOME	33
105883	Nucleotide Excision Repair	REACTOME	50
105862	Homologous Recombination Repair*	REACTOME	16
105861	Double-Strand Break Repair	REACTOME	22
105850	Resolution of AP sites via the multiple-nucleotide patch replacement pathway*	REACTOME	17
105847	Resolution of AP sites via the single-nucleotide replacement pathway	REACTOME	12
105838	Base Excision Repair*	REACTOME	19
105837	DNA Repair	REACTOME	110
105836	Autodegradation of Cdh1 by Cdh1:APC/C	REACTOME	60
105835	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	REACTOME	69
105834	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	REACTOME	17
105833	APC/C:Cdc20 mediated degradation of Securin	REACTOME	64
105832	APC/C:Cdc20 mediated degradation of Cyclin B	REACTOME	21
105830	Phosphorylation of the APC/C	REACTOME	17
105829	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins*	REACTOME	70
105828	SCF-beta-TrCP mediated degradation of Emi1	REACTOME	54
105826	Regulation of APC/C activators between G1/S and early anaphase	REACTOME	77
105825	APC/C-mediated degradation of cell cycle proteins*	REACTOME	82
105824	CDT1 association with the CDC6:ORC:origin complex	REACTOME	58
105823	CDC6 association with the ORC:origin complex	REACTOME	11
105821	Assembly of the pre-replicative complex	REACTOME	67
105820	M/G1 Transition*	REACTOME	81
105815	Mitotic Prometaphase	REACTOME	94
105813	Mitotic Prophase*	REACTOME	14
105812	M Phase	REACTOME	110
105810	Loss of proteins required for interphase microtubule organizationÂ from the centrosome*	REACTOME	62
105809	Recruitment of NuMA to mitotic centrosomes	REACTOME	11
105807	Centrosome maturation*	REACTOME	72
105802	Cyclin A/B1 associated events during G2/M transition	REACTOME	15
105795	Removal of the Flap Intermediate	REACTOME	13
105794	Processive synthesis on the lagging strand	REACTOME	14
105793	Lagging Strand Synthesis	REACTOME	19
105791	Leading Strand Synthesis*	REACTOME	13
105790	Unwinding of DNA	REACTOME	11
105789	DNA strand elongation	REACTOME	30
105788	CDK-mediated phosphorylation and removal of Cdc6*	REACTOME	50
105784	Synthesis of DNA	REACTOME	95
105783	Cyclin A:Cdk2-associated events at S phase entry*	REACTOME	66
105782	S Phase	REACTOME	111
105781	E2F-enabled inhibition of pre-replication complex formation	REACTOME	10
105780	Inhibition of replication initiation of damaged DNA by RB1/E2F1	REACTOME	10
105778	E2F mediated regulation of DNA replication	REACTOME	31
105777	Activation of the pre-replicative complex	REACTOME	29
105776	G1/S-Specific Transcription	REACTOME	17
105771	SCF(Skp2)-mediated degradation of p27/p21	REACTOME	56
105769	G1/S Transition	REACTOME	107
105766	G1 Phase*	REACTOME	37
105765	Cell Cycle, Mitotic	REACTOME	339
105763	Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components*	REACTOME	18
105755	Mitotic Spindle Checkpoint	REACTOME	19
105754	Activation of ATR in response to replication stress	REACTOME	37
105750	G2/M Checkpoints	REACTOME	43
105747	p53-Independent G1/S DNA damage checkpoint*	REACTOME	52
105744	Stabilization of p53*	REACTOME	52
105741	p53-Dependent G1/S DNA damage checkpoint*	REACTOME	57
105740	G1/S DNA Damage Checkpoints	REACTOME	60
105739	Cell Cycle Checkpoints	REACTOME	117
105736	Proteolytic cleavage of SNARE complex proteins	REACTOME	16
105734	Botulinum neurotoxicity	REACTOME	18
105727	Glutathione conjugation	REACTOME	25
105724	Cytosolic sulfonation of small molecules	REACTOME	14
105722	Glucuronidation	REACTOME	20
105721	Phase II conjugation	REACTOME	73
105715	Ethanol oxidation	REACTOME	10
105703	Xenobiotics	REACTOME	15
105701	Endogenous sterols	REACTOME	15
105700	Cytochrome P450 - arranged by substrate type	REACTOME	50
105699	Phase 1 - Functionalization of compounds	REACTOME	68
105698	Biological oxidations	REACTOME	140
105697	NCAM1 interactions	REACTOME	44
105689	NCAM signaling for neurite out-growth	REACTOME	70
105688	Axon guidance	REACTOME	266
105685	Regulation of Apoptosis	REACTOME	60
105680	Apoptotic cleavage of cell adhesion proteins	REACTOME	10
105679	Caspase-mediated cleavage of cytoskeletal proteins	REACTOME	12
105678	Apoptotic cleavage of cellular proteins	REACTOME	37
105677	Apoptotic execution phase	REACTOME	51
105658	Activation of BH3-only proteins	REACTOME	18
105656	Intrinsic Pathway for Apoptosis	REACTOME	31
105649	Extrinsic Pathway for Apoptosis*	REACTOME	13
105648	Apoptosis	REACTOME	148
104488	Cysteine and methionine metabolism	KEGG	35
102279	Endocytosis	KEGG	202
101144	Prion diseases	KEGG	36
101143	Neurotrophin signaling pathway	KEGG	120
101142	Alanine, aspartate and glutamate metabolism	KEGG	32
99052	Lysosome	KEGG	121
99051	Chemokine signaling pathway	KEGG	189
96530	Vascular smooth muscle contraction	KEGG	120
93344	Cardiac muscle contraction	KEGG	73
83125	Primary immunodeficiency	KEGG	36
83124	Graft-versus-host disease	KEGG	37
