objID	objStat	objName	SNPcount	chr	startpos	endpos	strand
165829	0.12552	GPR156	32	3	119884328	119963142	-1
1659	0.09859	DHX8	13	17	41561334	41601680	1
165904	0.11145	XIRP1	3	3	39224706	39234085	-1
165918	0.08696	RNF168	4	3	196195654	196230639	-1
166	0.11569	AES	2	19	3052908	3062964	-1
1660	0.14901	DHX9	8	1	182808439	182857117	1
166012	0.13633	CHST13	7	3	126243131	126262134	1
1662	0.26341	DDX10	73	11	108535816	108811650	1
1663	0.44418	DDX11	13	12	31226779	31257725	1
166336	0.29417	PRICKLE2	94	3	64079526	64211131	-1
166348	0.13169	KBTBD12	44	3	127641902	127706514	1
166378	0.12901	SPATA5	61	4	123844225	124240605	1
166379	0.13703	BBS12	17	4	123653857	123666098	1
1665	0.13703	DHX15	22	4	24529087	24586184	-1
1666	0.14314	DECR1	10	8	91013580	91064227	1
166614	0.14213	DCLK2	46	4	150999426	151178609	1
166647	0.19151	GPR125	53	4	22388997	22517677	-1
166655	0.15306	TRIM60	10	4	165953151	165962896	1
1667	0.25417	DEFA1	5	8	6835171	6837614	-1
166752	0.79112	FREM3	51	4	144498560	144621828	-1
166785	0.47077	MMAA	16	4	146540540	146581187	1
166793	0.1409	ZBTB49	33	4	4291924	4323513	1
1668	0.25872	DEFA3	9	8	6873391	6875816	-1
166815	0.26328	TIGD2	16	4	90033968	90036052	1
166824	0.30139	RASSF6	22	4	74437267	74486348	-1
166863	0.1331	RBM46	29	4	155702427	155749965	1
1669	0.18861	DEFA4	30	8	6793345	6795786	-1
166929	0.14784	SGMS2	18	4	108745721	108836203	1
166968	0.31271	MIER3	29	5	56215429	56247954	-1
166979	0.12239	CDC20B	28	5	54408799	54469005	-1
167	0.13974	CRISP1	7	6	49801970	49844809	-1
1670	0.42576	DEFA5	27	8	6912829	6914259	-1
1671	0.12512	DEFA6	24	8	6782216	6783598	-1
167127	0.15734	UGT3A2	31	5	36035119	36067023	-1
167153	0.16775	PAPD4	14	5	78908243	78982471	1
1672	0.16745	DEFB1	33	8	6728097	6735529	-1
167227	0.16587	DCP2	15	5	112312407	112357892	1
167359	0.14049	NIM1	8	5	43192170	43280952	1
1674	0.09283	DES	4	2	220283099	220291461	1
167410	0.16837	LIX1	27	5	96427574	96478520	-1
167465	0.13819	ZNF366	53	5	71739234	71803249	-1
1675	0.0968	CFD	1	19	859665	863624	1
167555	0.0954	FAM151B	3	5	79783800	79838382	1
167681	0.12535	PRSS35	21	6	84222194	84235423	1
167691	0.14447	LCA5	41	6	80194708	80247147	-1
1677	0.09329	DFFB	3	1	3773845	3801993	1
1678	0.08435	TIMM8A	2	X	100600644	100603957	-1
167826	0.17075	OLIG3	30	6	137813336	137815531	-1
167838	0.10592	TXLNB	22	6	139561198	139613208	-1
168002	0.43058	DACT2	26	6	168707584	168720402	-1
168090	0.13436	C6orf118	25	6	165693153	165723111	-1
168374	0.20228	ZNF92	14	7	64838768	64865998	1
168391	0.21173	GALNTL5	42	7	151653464	151717019	1
168400	0.17659	DDX53	32	X	23018078	23020206	1
168417	0.79899	ZNF679	24	7	63688852	63727309	1
168451	0.0879	THAP5	8	7	108202671	108210167	-1
168455	0.14755	CCDC71L	18	7	106297211	106301634	-1
168507	0.23084	PKD1L1	79	7	47814250	47988071	-1
168537	0.14173	GIMAP7	15	7	150211945	150218161	1
168544	0.07987	ZNF467	2	7	149461452	149470295	-1
168620	0.09067	BHLHA15	1	7	97841566	97842271	1
168667	0.24073	BMPER	98	7	33944523	34195484	1
1687	0.1236	DFNA5	22	7	24737974	24797639	-1
168850	0.14066	ZNF800	33	7	127010353	127032767	-1
168975	0.14631	CNBD1	89	8	87878676	88394955	1
1690	0.13066	COCH	25	14	31343741	31359822	1
169026	0.16421	SLC30A8	74	8	117962512	118188953	1
169044	0.26977	COL22A1	154	8	139600478	139926236	-1
169166	0.1631	SNX31	39	8	101585110	101661893	-1
169200	0.0936399999999999	TMEM64	22	8	91634223	91658133	-1
169270	0.12415	ZNF596	42	8	182200	197339	1
169355	0.13577	IDO2	56	8	39792474	39873910	1
169436	0.11098	C9orf96	1	9	136243284	136271220	1
169522	0.20011	KCNV2	29	9	2717526	2730037	1
169611	0.09399	OLFML2A	5	9	127539437	127577161	1
169693	0.14994	TMEM252	20	9	71151496	71155783	-1
169714	0.08993	QSOX2	6	9	139098179	139137687	-1
169792	0.62078	GLIS3	342	9	3824128	4300035	-1
169834	0.25435	ZNF883	23	9	115759400	115774472	-1
169841	0.12875	ZNF169	13	9	97021578	97065291	1
169966	0.14274	FAM46D	10	X	79591003	79700810	1
169981	0.17006	SPIN3	5	X	57002803	57021988	-1
170062	0.25431	FAM47B	10	X	34960913	34963034	1
170063	0.1671	CXorf22	25	X	35937851	36008269	1
170067	0.16507	SUPT20HL2	8	X	24328979	24331432	-1
170082	0.15148	TCEANC	16	X	13671307	13682247	1
170261	0.09665	ZCCHC12	13	X	117957787	117960931	1
170302	0.16507	ARX	14	X	25021811	25034065	-1
170370	0.10925	FAM170B	8	10	50339199	50342065	-1
170371	0.15977	C10orf128	28	10	50363890	50396407	-1
170392	0.10502	OIT3	2	10	74653339	74692787	1
170393	0.11034	C10orf91	14	10	134258714	134261825	1
170394	0.10603	PWWP2B	4	10	134210702	134231363	1
170463	0.1037	SSBP4	2	19	18530146	18545372	1
170482	0.16656	CLEC4C	5	12	7882011	7902069	-1
170506	0.08297	DHX36	5	3	153993457	154042286	-1
170572	0.39017	HTR3C	7	3	183770835	183778461	1
170575	0.09263	GIMAP1	1	7	150413645	150421368	1
170591	0.11738	S100Z	21	5	76145826	76217056	1
170622	0.08966	COMMD6	7	13	76099350	76111991	-1
170626	0.08788	XAGE3	1	X	52891557	52897119	-1
170679	0.61749	PSORS1C1	18	6	31082608	31107869	1
170685	0.08435	NUDT10	2	X	51075083	51080377	1
170689	0.11701	ADAMTS15	20	11	130318869	130346539	1
170690	0.26564	ADAMTS16	141	5	5140443	5320412	1
170691	0.19431	ADAMTS17	183	15	100511643	100882183	-1
170692	0.22916	ADAMTS18	138	16	77316025	77469011	-1
170712	0.1455	COX7B2	40	4	46736844	46911252	-1
170825	0.15082	GSX2	19	4	54966248	54968122	1
170850	0.22835	KCNG3	16	2	42669157	42721237	-1
170959	0.1421	ZNF431	18	19	21324840	21368805	1
170960	0.15733	ZNF721	8	4	433777	493442	-1
170961	0.16477	ANKRD24	2	19	4183351	4224811	1
171017	0.09077	ZNF384	2	12	6775643	6798738	-1
171019	0.1454	ADAMTS19	53	5	128796103	129074376	1
171023	0.16266	ASXL1	8	20	30946147	31027122	1
171024	0.4586	SYNPO2	104	4	119809996	119982402	1
171177	0.09048	RHOV	3	15	41164412	41166487	-1
171389	0.10195	NLRP6	3	11	278570	285304	1
171392	0.09615	ZNF675	5	19	23835708	23870017	-1
171425	0.3362	CLYBL	107	13	100258919	100549388	1
171482	0.10177	FAM9A	16	X	8758836	8769424	-1
171483	0.14628	FAM9B	23	X	8993036	9001116	-1
171484	0.16866	FAM9C	18	X	13053736	13062917	-1
171546	0.12467	SPTSSA	9	14	34902144	34931468	-1
171558	0.08323	PTCRA	3	6	42883727	42893576	1
171568	0.08455	POLR3H	2	22	41921803	41940479	-1
171586	0.1219	ABHD3	5	18	19230858	19284766	-1
1716	0.14433	DGUOK	20	2	74153953	74186088	1
1717	0.23126	DHCR7	34	11	71145457	71159477	-1
1718	0.14549	DHCR24	33	1	55315300	55352921	-1
1723	0.10447	DHODH	5	16	72042643	72059316	1
1727	0.10447	CYB5R3	6	22	43013846	43045405	-1
1728	0.38417	NQO1	3	16	69743304	69760533	-1
1729	0.20229	DIAPH1	9	5	140894588	140998622	-1
173	0.20266	AFM	14	4	74347462	74369718	1
1730	0.42985	DIAPH2	132	X	95939662	96855597	1
1733	0.0938	DIO1	8	1	54359861	54376759	1
1734	0.13496	DIO2	22	14	80663868	80697397	-1
1735	0.16695	DIO3	12	14	102027688	102029789	1
1736	0.09851	DKC1	1	X	153991031	154005964	1
1737	0.14944	DLAT	4	11	111895538	111935002	1
1738	0.16398	DLD	30	7	107531586	107561643	1
1739	0.20755	DLG1	42	3	196769431	197025447	-1
174	0.14987	AFP	5	4	74301933	74321492	1
1740	0.41317	DLG2	462	11	83166055	85338314	-1
1741	0.17486	DLG3	11	X	69664705	69725340	1
1742	0.3156	DLG4	2	17	7093209	7123369	-1
1743	0.08644	DLST	9	14	75348594	75370450	1
1745	0.09497	DLX1	2	2	172950208	172954402	1
1746	0.16221	DLX2	9	2	172964166	172967478	-1
1747	0.09989	DLX3	3	17	48067369	48072588	-1
1748	0.2183	DLX4	16	17	48046562	48052323	1
1749	0.10688	DLX5	5	7	96649702	96654143	-1
175	0.10438	AGA	21	4	178351928	178363657	-1
1750	0.09472	DLX6	11	7	96635290	96640352	1
1755	0.13696	DMBT1	9	10	124320181	124403252	1
1756	0.53614	DMD	629	X	31137345	33357726	-1
1757	0.12165	SARDH	19	9	136528682	136605077	-1
1758	0.10519	DMP1	16	4	88571454	88585513	1
1759	0.10903	DNM1	10	9	130965663	131017527	1
176	0.17387	ACAN	55	15	89346674	89418585	1
1761	0.27427	DMRT1	83	9	841690	969090	1
1762	0.12356	DMWD	1	19	46286264	46296060	-1
1763	0.15476	DNA2	11	10	70173821	70231730	-1
1767	0.66256	DNAH5	130	5	13690437	13944589	-1
1768	0.59781	DNAH6	24	2	84743579	85046713	1
1769	0.38862	DNAH8	133	6	38683117	38998574	1
177	0.08367	AGER	1	6	32148745	32152099	-1
1770	0.44615	DNAH9	97	17	11501748	11873065	1
1773	0.10702	DNASE1	4	16	3702940	3708096	1
1776	0.1019	DNASE1L3	13	3	58178353	58196730	-1
1778	0.11818	DYNC1H1	12	14	102430865	102517135	1
178	0.12964	AGL	37	1	100315640	100389579	1
1780	0.16697	DYNC1I1	107	7	95401818	95727736	1
1781	0.54491	DYNC1I2	19	2	172543982	172604919	1
1783	0.08531	DYNC1LI2	6	16	66754799	66785525	-1
1785	0.13439	DNM2	9	19	10828729	10942586	1
1786	0.28208	DNMT1	9	19	10244022	10305755	-1
1787	0.13889	TRDMT1	30	10	17184982	17244070	-1
1788	0.12567	DNMT3A	16	2	25455830	25565459	-1
1789	0.0876	DNMT3B	10	20	31350191	31397162	1
1791	0.38624	DNTT	25	10	98064085	98098321	1
1793	0.47992	DOCK1	203	10	128768965	129250780	1
1794	0.26916	DOCK2	197	5	169064251	169510386	1
1795	0.16275	DOCK3	67	3	50712672	51421629	1
1798	0.10542	DPAGT1	3	11	118967213	118972785	-1
18	0.14817	ABAT	63	16	8768444	8878432	1
1801	0.09121	DPH1	3	17	1933431	1946725	1
1802	0.07962	DPH2	1	1	44435653	44439043	1
1803	0.16169	DPP4	19	2	162848755	162931052	-1
1804	0.76536	DPP6	374	7	153584419	154685995	1
1805	0.13784	DPT	66	1	168664695	168698442	-1
1806	0.1552	DPYD	102	1	97543299	98386615	-1
1807	0.20514	DPYS	31	8	105391652	105479277	-1
1808	0.20416	DPYSL2	47	8	26371709	26515693	1
1809	0.19668	DPYSL3	38	5	146770371	146889619	-1
1810	0.17887	DR1	9	1	93811478	93828149	1
1811	0.30675	SLC26A3	28	7	107405912	107443678	-1
1812	0.31297	DRD1	32	5	174867675	174871163	-1
1813	0.30703	DRD2	31	11	113280317	113346001	-1
1814	0.10926	DRD3	18	3	113847557	113897899	-1
1815	0.08089	DRD4	2	11	637305	640706	1
1816	0.12901	DRD5	13	4	9783258	9785633	1
1819	0.08004	DRG2	3	17	17991181	18011299	1
182	0.25154	JAG1	24	20	10618332	10654694	-1
1820	0.15258	ARID3A	4	19	926037	972816	1
1821	0.12593	DRP2	13	X	100474933	100519485	1
1823	0.1219	DSC1	24	18	28709199	28742819	-1
1824	0.13464	DSC2	10	18	28645942	28682388	-1
1825	0.11093	DSC3	44	18	28570052	28622781	-1
1826	0.33007	DSCAM	394	21	41384343	42219039	-1
1827	0.12608	RCAN1	48	21	35888782	35987382	-1
1828	0.09841	DSG1	18	18	28898052	28937394	1
1829	0.17284	DSG2	29	18	29078027	29128814	1
183	0.11088	AGT	17	1	230838269	230850336	-1
1830	0.11593	DSG3	16	18	29027732	29058665	1
1831	0.10123	TSC22D3	8	X	106956451	107019017	-1
1832	0.13004	DSP	44	6	7541870	7586946	1
1833	0.13718	EPYC	13	12	91357456	91398803	-1
1834	0.16207	DSPP	16	4	88529681	88538025	1
1836	0.11486	SLC26A2	6	5	149340300	149366963	1
1837	0.10313	DTNA	28	18	32073254	32471808	1
1838	0.17459	DTNB	39	2	25600067	25896516	-1
1839	0.0884	HBEGF	7	5	139712428	139726188	-1
1840	0.10255	DTX1	8	12	113495662	113535833	1
1842	0.12639	ECM2	12	9	95255829	95298374	-1
1843	0.12109	DUSP1	14	5	172195093	172198203	-1
1844	0.11929	DUSP2	1	2	96808908	96811179	-1
1845	0.08086	DUSP3	3	17	41843489	41856368	-1
1846	0.13635	DUSP4	25	8	29190579	29208267	-1
1847	0.12517	DUSP5	13	10	112257625	112271302	1
1848	0.17386	DUSP6	12	12	89741837	89746296	-1
1849	0.0847599999999999	DUSP7	3	3	52082935	52090461	-1
185	0.13744	AGTR1	45	3	148415658	148460790	1
1850	0.15211	DUSP8	3	11	1575281	1593150	-1
1852	0.22017	DUSP9	3	X	152907897	152916781	1
1854	0.10216	DUT	9	15	48623621	48635570	1
1857	0.16907	DVL3	1	3	183873284	183891314	1
1859	0.10653	DYRK1A	35	21	38739859	38887679	1
186	0.11422	AGTR2	19	X	115301958	115306225	1
1861	0.08914	TOR1A	2	9	132575221	132586441	-1
1869	0.07927	E2F1	1	20	32263292	32274210	-1
187	0.08777	APLNR	13	11	57001051	57004927	-1
1870	0.09849	E2F2	7	1	23832920	23857712	-1
1871	0.11252	E2F3	16	6	20402137	20493945	1
1875	0.1084	E2F5	5	8	86089619	86126753	1
1876	0.13124	E2F6	15	2	11584501	11606297	-1
1877	0.12535	E4F1	1	16	2273567	2285743	1
1879	0.23519	EBF1	108	5	158122923	158526788	-1
1880	0.11863	GPR183	5	13	99946789	99959749	-1
1889	0.74135	ECE1	36	1	21543740	21672034	-1
189	0.10933	AGXT	7	2	241808162	241818536	1
1890	0.0779	TYMP	1	22	50964181	50968514	-1
1891	0.11441	ECH1	2	19	39306062	39322497	-1
1893	0.08658	ECM1	1	1	150480487	150486265	1
1894	0.13844	ECT2	17	3	172468475	172539264	1
1896	0.11422	EDA	57	X	68835911	69259322	1
19	0.19017	ABCA1	85	9	107543283	107690527	-1
190	0.17006	NR0B1	32	X	30322539	30327495	-1
1901	0.46128	S1PR1	38	1	101702305	101707076	1
1902	0.25771	LPAR1	90	9	113636054	113800365	-1
1903	0.12875	S1PR3	4	9	91606324	91620070	1
1906	0.4433	EDN1	37	6	12290529	12297427	1
1907	0.11188	EDN2	16	1	41944446	41950344	-1
1908	0.20017	EDN3	31	20	57875499	57901047	1
1909	0.6138	EDNRA	46	4	148402069	148466106	1
191	0.08622	AHCY	8	20	32868071	32899608	-1
1910	0.13561	EDNRB	30	13	78469616	78549664	-1
1911	0.1497	PHC1	18	12	9067316	9094063	1
1912	0.18104	PHC2	21	1	33789224	33841194	-1
1915	0.0921999999999999	EEF1A1	6	6	74225473	74230755	-1
191585	0.0812	PLAC4	1	21	42547158	42557166	-1
1917	0.1967	EEF1A2	6	20	62119365	62130668	-1
192111	0.08049	PGAM5	1	12	133287393	133299323	1
192134	0.14104	B3GNT6	8	11	76745435	76753020	1
192666	0.1814	KRT24	13	17	38854243	38860002	-1
192668	0.11132	CYS1	5	2	10196926	10220538	-1
192669	0.0897	EIF2C3	7	1	36396683	36522063	1
192670	0.09329	EIF2C4	3	1	36273828	36323491	1
192683	0.08044	SCAMP5	3	15	75287876	75313836	1
1933	0.0848	EEF1B2	3	2	207024318	207027653	1
1936	0.09962	EEF1D	6	8	144661867	144679845	-1
1937	0.0781500000000001	EEF1G	1	11	62327073	62341460	-1
1938	0.09996	EEF2	1	19	3976054	3985461	-1
1939	0.11766	EIF2D	12	1	206764974	206785904	-1
1942	0.08658	EFNA1	4	1	155100349	155107386	1
1943	0.08144	EFNA2	2	19	1286153	1301430	1
1944	0.08566	EFNA3	4	1	155051348	155060014	1
1946	0.20113	EFNA5	117	5	106712590	107006596	-1
1947	0.22859	EFNB1	11	X	68048840	68062007	1
1948	0.17083	EFNB2	38	13	107142079	107187388	-1
1949	0.08311	EFNB3	1	17	7608520	7614693	1
1950	0.26971	EGF	49	4	110834040	110934118	1
1951	0.09176	CELSR3	1	3	48673896	48700348	-1
1952	0.08043	CELSR2	2	1	109792641	109818378	1
1953	0.10693	MEGF6	12	1	3404506	3528059	-1
1954	0.0948	MEGF8	2	19	42829761	42882921	1
1955	0.09744	MEGF9	14	9	123363196	123476765	-1
1956	0.8143	EGFR	96	7	55086725	55275031	1
1958	0.09741	EGR1	6	5	137801181	137805004	1
195814	0.1271	SDR16C5	17	8	57212570	57233241	-1
195827	0.12749	AAED1	6	9	99403533	99417599	-1
1959	0.10703	EGR2	18	10	64571756	64578927	-1
196	0.21918	AHR	17	7	17338276	17385775	1
1960	0.09962	EGR3	6	8	22545174	22550815	-1
196051	0.20987	PPAPDC1A	100	10	122216466	122349367	1
196074	0.15657	METTL15	24	11	28129798	28355054	1
1961	0.10187	EGR4	7	2	73518057	73520829	-1
1962	0.14073	EHHADH	21	3	184908412	184971886	-1
196264	0.11939	MPZL3	7	11	118100336	118123011	-1
196294	0.11939	IMMP1L	3	11	31453949	31531169	-1
196335	0.09274	OR56B4	18	11	6129009	6129968	1
196374	0.1497	KRT78	7	12	53232746	53242778	-1
196385	0.25107	DNAH10	37	12	124247042	124420267	1
196394	0.15119	AMN1	16	12	31824071	31882108	-1
196410	0.61682	METTL7B	12	12	56075330	56078395	1
196415	0.10613	C12orf77	4	12	25146358	25150373	-1
196441	0.10335	ZFC3H1	8	12	72003379	72057749	-1
196446	0.16656	MYRFL	60	12	70272787	70352504	1
196472	0.12971	FAM71C	3	12	100041528	100043892	1
196477	0.10792	CCER1	7	12	91345992	91348953	-1
196483	0.1239	FAM86A	8	16	5134301	5147789	-1
1965	0.09562	EIF2S1	2	14	67827034	67853233	1
196513	0.1914	DCP1B	31	12	2055214	2113677	-1
196527	0.81753	ANO6	66	12	45609770	45834187	1
196528	0.10613	ARID2	20	12	46123620	46301819	1
196541	0.37148	METTL21C	12	13	103338097	103346854	-1
1967	0.08904	EIF2B1	2	12	124105570	124118323	-1
196740	0.1278	VSTM4	48	10	50222333	50323559	-1
196743	0.10925	PAOX	1	10	135192741	135205198	1
196792	0.13146	FAM24B	3	10	124608610	124639157	-1
1968	0.13364	EIF2S3	13	X	24073065	24096927	1
196883	0.12668	ADCY4	5	14	24787555	24804277	-1
1969	0.12005	EPHA2	9	1	16450832	16482582	-1
196913	0.14339	C14orf183	24	14	50550369	50559361	-1
196951	0.78242	FAM227B	27	15	49620590	49913118	-1
196993	0.14306	CT62	6	15	71402583	71407839	-1
196996	0.13424	GRAMD2	4	15	72452147	72490136	-1
197	0.09692	AHSG	9	3	186330850	186339107	1
197021	0.32176	LCTL	29	15	66840536	66857835	-1
197131	0.32313	UBR1	15	15	43235095	43398286	-1
197135	0.08502	PATL2	2	15	44957930	44969086	-1
197257	0.13495	LDHD	3	16	75145758	75150670	-1
197259	0.14623	MLKL	9	16	74705753	74734789	-1
197320	0.10112	ZNF778	8	16	89284111	89295965	1
197322	0.14265	ACSF3	12	16	89160217	89222171	1
197350	0.29494	CASP16	6	16	3194244	3199964	1
197358	0.11587	NLRC3	2	16	3589033	3627392	-1
197370	0.10266	NSMCE1	11	16	27236315	27280113	-1
1974	0.12041	EIF4A2	4	3	186501361	186507686	1
1975	0.27755	EIF4B	7	12	53400062	53435993	1
1977	0.42508	EIF4E	16	4	99799607	99851786	-1
1979	0.11482	EIF4EBP2	7	10	72163861	72188374	1
1982	0.0931999999999999	EIF4G2	10	11	10818593	10830582	-1
1983	0.16857	EIF5	20	14	103800339	103811362	1
1984	0.09989	EIF5A	1	17	7210318	7215782	1
199	0.08761	AIF1	2	6	31582994	31584798	1
1990	0.08062	CELA1	4	12	51722227	51740463	-1
1992	0.23376	SERPINB1	15	6	2832566	2842283	-1
199221	0.10114	DZIP1L	24	3	137780827	137834451	-1
199223	0.09228	TTC21A	12	3	39149152	39180394	1
1993	0.11294	ELAVL2	70	9	23690102	23826063	-1
1995	0.08684	ELAVL3	2	19	11562143	11591803	-1
1996	0.22738	ELAVL4	24	1	50513686	50667540	1
199692	0.10148	ZNF627	11	19	11708235	11729974	1
1997	0.15688	ELF1	20	13	41506055	41593508	-1
199704	0.08035	ZNF585A	1	19	37640990	37663615	-1
199713	0.11293	NLRP7	12	19	55434877	55458873	-1
199731	0.09017	CADM4	5	19	44126522	44143991	-1
199777	0.14528	ZNF626	18	19	20802745	20844402	-1
199786	0.11441	FAM129C	3	19	17634110	17664648	1
1998	0.32224	ELF2	5	4	139978871	140060606	-1
199834	0.17969	LCE4A	3	1	152681523	152681910	1
199857	0.13784	ALG14	38	1	95448279	95538507	-1
199870	0.09915	FAM76A	7	1	28052490	28089426	1
199882	0.0848100000000001	LOC199882	1	1	149691432	149698599	-1
1999	0.11766	ELF3	10	1	201979690	201986316	1
199920	0.1552	C1orf168	53	1	57184477	57285369	-1
199953	0.11667	TMEM201	6	1	9648932	9674935	1
199964	0.12374	TMEM61	21	1	55446465	55457966	1
199974	0.09849	CYP4Z1	8	1	47533160	47583992	1
2	0.15297	A2M	18	12	9220304	9268558	-1
20	0.09207	ABCA2	1	9	139901686	139923374	-1
2000	0.14122	ELF4	4	X	129198895	129244688	-1
200008	0.11667	CDCP2	18	1	54604668	54619443	-1
200010	0.27976	SLC5A9	23	1	48688357	48714316	1
200035	0.09329	NUDT17	2	1	145586491	145589435	-1
200081	0.22057	TXLNA	2	1	32645345	32663886	1
2001	0.11939	ELF5	31	11	34500342	34535347	-1
200132	0.10887	TCTEX1D1	15	1	67218140	67244730	1
200150	0.58078	PLD5	198	1	242251689	242687998	-1
200159	0.14251	C1orf100	45	1	244515937	244552393	1
200162	0.14359	SPAG17	42	1	118496288	118727848	-1
200172	0.13574	SLFNL1	1	1	41481269	41487427	-1
200185	0.09329	KRTCAP2	3	1	155141884	155145804	-1
200186	0.10273	CRTC2	2	1	153920148	153931132	-1
2002	0.09104	ELK1	3	X	47494919	47510003	-1
200205	0.10887	IBA57	4	1	228353429	228369958	1
200232	0.07848	FAM209A	1	20	55099785	55101208	1
200312	0.10067	RNF215	5	22	30774801	30783302	-1
200315	0.11023	APOBEC3A	14	22	39353527	39359188	1
200316	0.07814	APOBEC3F	2	22	39436673	39451977	1
200373	0.10933	PCDP1	16	2	120302008	120414237	1
2004	0.24469	ELK3	31	12	96588207	96661606	1
200403	0.12694	VWA3B	37	2	98703595	98929410	1
200407	0.15016	CREG2	13	2	101964816	102003965	-1
200424	0.10933	TET3	25	2	74273450	74335303	1
2005	0.13574	ELK4	8	1	205577071	205602000	-1
200504	0.18946	GKN2	19	2	69172364	69180102	-1
200523	0.11132	TEX37	8	2	88824169	88829103	1
200558	0.10103	APLF	5	2	68694691	68807294	1
200576	0.12828	PIKFYVE	6	2	209130991	209223475	1
2006	0.18766	ELN	11	7	73442427	73484237	1
200726	0.09677	LOC200726	2	2	207507142	207514173	1
200728	0.18298	TMEM17	36	2	62727356	62733604	-1
200734	0.14701	SPRED2	32	2	65537985	65659656	-1
200765	0.08194	TIGD1	1	2	233412779	233415226	-1
200810	0.14073	ALG1L	6	3	125648118	125655887	-1
200844	0.12178	C3orf67	24	3	58727737	59035715	-1
200845	0.08533	KCTD6	4	3	58477823	58488087	1
200879	0.41132	LIPH	7	3	185225570	185270369	-1
200894	0.08918	ARL13B	1	3	93698983	93774522	1
2009	0.13963	EML1	56	14	100259745	100408397	1
200909	0.25243	HTR3D	6	3	183749332	183757157	1
200916	0.29813	RPL22L1	17	3	170582664	170588045	-1
200931	0.08597	SLC51A	3	3	195943383	195960301	1
200933	0.11463	FBXO45	16	3	196295725	196315930	1
200942	0.12686	KLHDC8B	1	3	49209018	49213919	1
200958	0.14946	MUC20	2	3	195447753	195464540	1
200959	0.11463	GABRR3	25	3	97705527	97754148	-1
2011	0.0861499999999999	MARK2	5	11	63606400	63678492	1
201134	0.22736	CEP112	126	17	63631658	64188212	-1
201140	0.09739	DHRS7C	14	17	9674751	9694614	-1
201158	0.11309	TVP23C	6	17	15405578	15466945	-1
201161	0.09692	CENPV	3	17	16245848	16256812	-1
201163	0.09739	FLCN	10	17	17115526	17140502	-1
201164	0.18341	PLD6	3	17	17104309	17109646	-1
201176	0.10812	ARHGAP27	8	17	43471268	43510282	-1
201181	0.09633	ZNF385C	2	17	40177594	40190044	-1
201191	0.0854	SAMD14	3	17	48188673	48207246	-1
2012	0.16656	EMP1	53	12	13349602	13369708	1
201229	0.49335	LYRM9	17	17	26205340	26220409	-1
201254	0.0942499999999999	STRA13	1	17	79976579	79980785	-1
201266	0.22683	SLC39A11	184	17	70642085	71088853	-1
201294	0.0851	UNC13D	1	17	73823306	73840798	-1
201299	0.12745	RDM1	8	17	34245084	34257780	-1
2013	0.32659	EMP2	45	16	10622279	10674539	-1
201305	0.11201	SPNS3	21	17	4337219	4391499	1
2014	0.08785	EMP3	1	19	48828629	48833810	1
201456	0.13159	FBXO15	26	18	71740588	71815100	-1
201475	0.12974	RAB12	42	18	8609443	8639380	1
2015	0.19285	EMR1	36	19	6887560	6940464	1
201501	0.11839	ZBTB7C	61	18	45553639	45663680	-1
201514	0.08647	ZNF584	3	19	58920063	58929694	1
201516	0.12356	ZSCAN4	4	19	58180303	58190520	1
201562	0.10114	PTPLB	23	3	123213363	123303924	-1
201595	0.1594	STT3B	21	3	31574491	31677556	1
2016	0.10538	EMX1	3	2	73144604	73162020	1
201625	0.1417	DNAH12	37	3	57327727	57530071	-1
201627	0.1035	DENND6A	8	3	57611181	57678816	-1
201633	0.09448	TIGIT	9	3	114012833	114029135	1
2017	0.0936900000000001	CTTN	9	11	70244612	70282690	1
201780	0.10155	SLC10A4	7	4	48485360	48491541	1
201798	0.10248	TIGD4	6	4	153690506	153700916	-1
201799	0.31136	TMEM154	15	4	153547266	153601317	-1
2018	0.11034	EMX2	34	10	119301956	119309057	1
201895	0.10343	SMIM14	15	4	39552550	39640481	-1
2019	0.65009	EN1	48	2	119599747	119605759	-1
201931	0.12516	TMEM192	20	4	165997230	166034024	-1
201965	0.16658	RWDD4	19	4	184560789	184580331	-1
201973	0.20803	CCDC111	4	4	185570767	185616112	1
202	0.14447	AIM1	52	6	106959730	107018335	1
2020	0.12471	EN2	21	7	155250824	155257526	1
202018	0.17387	TAPT1	39	4	16162128	16228161	-1
202051	0.17838	SPATA24	1	5	138732456	138739776	-1
202052	0.0914	DNAJC18	4	5	138745892	138775214	-1
2021	0.12639	ENDOG	2	9	131580779	131584955	1
202134	0.11372	FAM153B	11	5	175490712	175541801	1
202151	0.13147	RANBP3L	26	5	36249104	36302011	-1
2022	0.09514	ENG	2	9	130577291	130617047	-1
202243	0.12239	CCDC125	5	5	68576519	68616410	-1
2023	0.09329	ENO1	11	1	8921059	8939151	-1
202309	0.15222	GAPT	17	5	57787330	57792185	1
202333	0.22341	CMYA5	77	5	78985659	79096049	1
202374	0.40316	STK32A	56	5	146614579	146763768	1
202500	0.07995	TCTE1	2	6	44247897	44265458	-1
202559	0.36721	KHDRBS2	132	6	62389865	62996100	-1
2026	0.3932	ENO2	3	12	7023614	7032859	1
202658	0.15172	TRIM39-RPP21	26	6	30297088	30314635	1
2027	0.15396	ENO3	2	17	4854384	4860426	1
2028	0.22497	ENPEP	31	4	111397229	111484493	1
202865	0.15558	C7orf33	29	7	148287657	148312952	1
