setID	setName	source	size.orig	name.source
469200	Legionellosis	KEGG	55	Legionellosis
469199	Dopaminergic synapse	KEGG	131	Dopaminergic synapse
413432	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate	KEGG	12	Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate
413400	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4	KEGG	22	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
413384	Triacylglycerol biosynthesis	KEGG	17	Triacylglycerol biosynthesis (KEGG)
413381	beta-Oxidation	KEGG	12	beta-Oxidation
413365	Glycosaminoglycan biosynthesis, heparan sulfate backbone	KEGG	10	Glycosaminoglycan biosynthesis, heparan sulfate backbone
413362	O-glycan biosynthesis, mucin type core	KEGG	27	O-glycan biosynthesis, mucin type core
413361	N-glycan precursor biosynthesis	KEGG	14	N-glycan precursor biosynthesis
413356	N-glycan biosynthesis, complex type	KEGG	15	N-glycan biosynthesis, complex type
413354	Leucine degradation, leucine => acetoacetate + acetyl-CoA	KEGG	12	Leucine degradation, leucine => acetoacetate + acetyl-CoA
413352	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA	KEGG	11	Lysine degradation, lysine => saccharopine => acetoacetyl-CoA
413348	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate	KEGG	14	Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate
413343	Pentose phosphate pathway (Pentose phosphate cycle)	KEGG	12	Pentose phosphate pathway (Pentose phosphate cycle)
413342	Gluconeogenesis, oxaloacetate => fructose-6P	KEGG	17	Gluconeogenesis, oxaloacetate => fructose-6P
413341	Glycolysis, core module involving three-carbon compounds	KEGG	12	Glycolysis, core module involving three-carbon compounds
413340	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	KEGG	25	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate
377873	Herpes simplex infection	KEGG	182	Herpes simplex infection
377263	GABAergic synapse	KEGG	90	GABAergic synapse
377262	Fanconi anemia pathway	KEGG	53	Fanconi anemia pathway (KEGG)
375172	Salmonella infection	KEGG	84	Salmonella infection
373901	HTLV-I infection	KEGG	257	HTLV-I infection
373900	Synaptic vesicle cycle	KEGG	63	Synaptic vesicle cycle
366242	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	REACTOME	90	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)
366240	Nonsense-Mediated Decay (NMD)*	REACTOME	107	Nonsense-Mediated Decay (NMD)*
366238	Amyloids	REACTOME	82	Amyloids
366230	Voltage gated Potassium channels	REACTOME	43	Voltage gated Potassium channels
366224	Inwardly rectifying K+ channels	REACTOME	33	Inwardly rectifying K+ channels
366221	Potassium Channels	REACTOME	101	Potassium Channels
366171	Cytokine Signaling in Immune system	REACTOME	285	Cytokine Signaling in Immune system
366167	The NLRP3 inflammasome	REACTOME	13	The NLRP3 inflammasome
366166	Inflammasomes	REACTOME	18	Inflammasomes
366165	NOD1/2 Signaling Pathway	REACTOME	34	NOD1/2 Signaling Pathway
366164	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	REACTOME	50	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
366163	Antigen Presentation: Folding, assembly and peptide loading of class I MHC	REACTOME	24	Antigen Presentation: Folding, assembly and peptide loading of class I MHC
366162	Antigen processing: Ubiquitination & Proteasome degradation	REACTOME	213	Antigen processing: Ubiquitination & Proteasome degradation
366161	Class I MHC mediated antigen processing & presentation	REACTOME	256	Class I MHC mediated antigen processing & presentation
366160	Adaptive Immune System	REACTOME	607	Adaptive Immune System
219802	SREBP signalling	WikiPathways	62	SREBP signalling
219801	Integrated Breast Cancer Pathway	WikiPathways	152	Integrated Breast Cancer Pathway
218111	Pertussis	KEGG	75	Pertussis
217716	Cholinergic synapse	KEGG	113	Cholinergic synapse
217173	Influenza A	KEGG	173	Influenza A
213818	Glutamatergic synapse	KEGG	116	Glutamatergic synapse
213780	Tuberculosis	KEGG	175	Tuberculosis
213307	Endocrine and other factor-regulated calcium reabsorption	KEGG	48	Endocrine and other factor-regulated calcium reabsorption
213306	Measles	KEGG	134	Measles
212237	Mineral absorption	KEGG	51	Mineral absorption
205244	Endosomal Sorting Complex Required For Transport (ESCRT)	REACTOME	28	Endosomal Sorting Complex Required For Transport (ESCRT)
205243	Transcriptional regulation of white adipocyte differentiation	REACTOME	78	Transcriptional regulation of white adipocyte differentiation
205242	Meiotic recombination	REACTOME	84	Meiotic recombination
205111	Interleukin-6 signaling	REACTOME	11	Interleukin-6 signaling
205110	Interleukin-2 signaling	REACTOME	43	Interleukin-2 signaling
200309	Rheumatoid arthritis	KEGG	86	Rheumatoid arthritis
199556	Vitamin digestion and absorption	KEGG	24	Vitamin digestion and absorption
199378	Ribosome biogenesis in eukaryotes	KEGG	79	Ribosome biogenesis in eukaryotes
198918	Type II interferon signaling (IFNG)	WikiPathways	50	Type II interferon signaling (IFNG)
198917	Eukaryotic Transcription Initiation	WikiPathways	41	Eukaryotic Transcription Initiation
198916	Oxidative Stress	WikiPathways	31	Oxidative Stress
198915	Fatty Acid Omega Oxidation	WikiPathways	15	Fatty Acid Omega Oxidation
198913	miRNAs involved in DDR	WikiPathways	15	miRNAs involved in DDR
198912	Prostaglandin Synthesis and Regulation	WikiPathways	30	Prostaglandin Synthesis and Regulation
198909	B Cell Receptor Signaling Pathway	WikiPathways	157	B Cell Receptor Signaling Pathway (WikiPathways)
198908	IL-1 Signaling Pathway	WikiPathways	12	IL-1 Signaling Pathway
198907	Energy Metabolism	WikiPathways	48	Energy Metabolism
198906	Calcium Regulation in the Cardiac Cell	WikiPathways	149	Calcium Regulation in the Cardiac Cell
198905	Irinotecan Pathway	WikiPathways	13	Irinotecan Pathway
198903	Striated Muscle Contraction	WikiPathways	38	Striated Muscle Contraction (WikiPathways)
198901	SIDS Susceptibility Pathways	WikiPathways	157	SIDS Susceptibility Pathways
198900	Matrix Metalloproteinases	WikiPathways	30	Matrix Metalloproteinases
198899	Sulfation Biotransformation Reaction	WikiPathways	17	Sulfation Biotransformation Reaction
198898	Estrogen metabolism	WikiPathways	17	Estrogen metabolism
198897	Peptide GPCRs	WikiPathways	71	Peptide GPCRs
198896	TP53 network	WikiPathways	19	TP53 network
198894	FAS pathway and Stress induction of HSP regulation	WikiPathways	38	FAS pathway and Stress induction of HSP regulation
198893	p38 MAPK Signaling Pathway	WikiPathways	34	p38 MAPK Signaling Pathway (WikiPathways)
198892	Small Ligand GPCRs	WikiPathways	19	Small Ligand GPCRs
198891	Notch Signaling Pathway	WikiPathways	46	Notch Signaling Pathway (WikiPathways)
198890	Homologous recombination	WikiPathways	14	Homologous recombination (WikiPathways)
198888	Eicosanoid Synthesis	WikiPathways	21	Eicosanoid Synthesis
198887	Nuclear receptors in lipid metabolism and toxicity	WikiPathways	33	Nuclear receptors in lipid metabolism and toxicity
198886	GPCRs, Class A Rhodopsin-like	WikiPathways	255	GPCRs, Class A Rhodopsin-like
198885	IL-2 Signaling pathway	WikiPathways	42	IL-2 Signaling pathway
198884	TNF-alpha/NF-kB Signaling Pathway	WikiPathways	187	TNF-alpha/NF-kB Signaling Pathway
198883	IL-9 Signaling Pathway	WikiPathways	24	IL-9 Signaling Pathway
198882	EPO Receptor Signaling	WikiPathways	26	EPO Receptor Signaling
198881	IL-3 Signaling Pathway	WikiPathways	101	IL-3 Signaling Pathway
198880	Complement and Coagulation Cascades	WikiPathways	51	Complement and Coagulation Cascades (WikiPathways)
198879	Delta-Notch Signaling Pathway	WikiPathways	85	Delta-Notch Signaling Pathway
198878	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	WikiPathways	17	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling
198877	Apoptosis Modulation by HSP70	WikiPathways	19	Apoptosis Modulation by HSP70
198876	Nucleotide Metabolism	WikiPathways	20	Nucleotide Metabolism
198874	Regulation of Actin Cytoskeleton	WikiPathways	145	Regulation of Actin Cytoskeleton (WikiPathways)
198873	Fatty Acid Biosynthesis	WikiPathways	22	Fatty Acid Biosynthesis
198872	Serotonin Receptor 4/6/7 and NR3C Signaling	WikiPathways	19	Serotonin Receptor 4/6/7 and NR3C Signaling
198871	Id Signaling Pathway	WikiPathways	52	Id Signaling Pathway
198870	Oxidative phosphorylation	WikiPathways	53	Oxidative phosphorylation (WikiPathways)
198869	Nucleotide GPCRs	WikiPathways	11	Nucleotide GPCRs
198868	AMPK signaling	WikiPathways	68	AMPK signaling
198865	Fatty Acid Beta Oxidation	WikiPathways	34	Fatty Acid Beta Oxidation
198864	IL-6 Signaling Pathway	WikiPathways	98	IL-6 Signaling Pathway
198863	Estrogen signaling pathway	WikiPathways	20	Estrogen signaling pathway (WikiPathways)
198862	TCR Signaling Pathway	WikiPathways	91	TCR Signaling Pathway
198861	Monoamine GPCRs	WikiPathways	33	Monoamine GPCRs
198860	Electron Transport Chain	WikiPathways	92	Electron Transport Chain
198859	Triacylglyceride Synthesis	WikiPathways	24	Triacylglyceride Synthesis
198858	Nicotine Activity on Dopaminergic Neurons	WikiPathways	21	Nicotine Activity on Dopaminergic Neurons
198857	IL-7 Signaling Pathway	WikiPathways	44	IL-7 Signaling Pathway
198856	Glycogen Metabolism	WikiPathways	36	Glycogen Metabolism
198853	Cytoplasmic Ribosomal Proteins	WikiPathways	90	Cytoplasmic Ribosomal Proteins
198852	Statin Pathway	WikiPathways	30	Statin Pathway
198851	Monoamine Transport	WikiPathways	32	Monoamine Transport
198850	Tryptophan metabolism	WikiPathways	46	Tryptophan metabolism (WikiPathways)
198849	G Protein Signaling Pathways	WikiPathways	95	G Protein Signaling Pathways
198848	Nuclear Receptors	WikiPathways	38	Nuclear Receptors
198847	Wnt Signaling Pathway and Pluripotency	WikiPathways	100	Wnt Signaling Pathway and Pluripotency
198846	Selenium Metabolism and Selenoproteins	WikiPathways	43	Selenium Metabolism and Selenoproteins
198845	Insulin Signaling	WikiPathways	162	Insulin Signaling
198844	ErbB signaling pathway	WikiPathways	54	ErbB signaling pathway (WikiPathways)
198843	mRNA processing	WikiPathways	127	mRNA processing
198842	Osteoblast Signaling	WikiPathways	13	Osteoblast Signaling
198840	Blood Clotting Cascade	WikiPathways	24	Blood Clotting Cascade
198839	GPCRs, Class C Metabotropic glutamate, pheromone	WikiPathways	15	GPCRs, Class C Metabotropic glutamate, pheromone
198837	metapathway biotransformation	WikiPathways	178	metapathway biotransformation
198836	Signaling of Hepatocyte Growth Factor Receptor	WikiPathways	33	Signaling of Hepatocyte Growth Factor Receptor
198835	Hedgehog Signaling Pathway	WikiPathways	22	Hedgehog Signaling Pathway (WikiPathways)
198834	MAPK Cascade	WikiPathways	29	MAPK Cascade
198833	Folate Metabolism	WikiPathways	24	Folate Metabolism
198832	Adipogenesis	WikiPathways	131	Adipogenesis
198828	Hypertrophy Model	WikiPathways	20	Hypertrophy Model
198827	DNA damage response (only ATM dependent)	WikiPathways	90	DNA damage response (only ATM dependent)
198826	Kit Receptor Signaling Pathway	WikiPathways	67	Kit Receptor Signaling Pathway
198825	Selenium Pathway	WikiPathways	86	Selenium Pathway
198824	Glutathione metabolism	WikiPathways	22	Glutathione metabolism (WikiPathways)
198823	Complement Activation, Classical Pathway	WikiPathways	17	Complement Activation, Classical Pathway
198822	Apoptosis Modulation and Signaling	WikiPathways	79	Apoptosis Modulation and Signaling
198821	Glucuronidation	WikiPathways	26	Glucuronidation (WikiPathways)
198819	Signal Transduction of S1P Receptor	WikiPathways	24	Signal Transduction of S1P Receptor
198817	Mitochondrial LC-Fatty Acid Beta-Oxidation	WikiPathways	16	Mitochondrial LC-Fatty Acid Beta-Oxidation
198816	Integrin-mediated cell adhesion	WikiPathways	99	Integrin-mediated cell adhesion
198814	Glycolysis and Gluconeogenesis	WikiPathways	49	Glycolysis and Gluconeogenesis
198813	Diurnally regulated genes with circadian orthologs	WikiPathways	48	Diurnally regulated genes with circadian orthologs
198812	Endochondral Ossification	WikiPathways	65	Endochondral Ossification
198811	Cell cycle	WikiPathways	100	Cell cycle (WikiPathways)
198810	TGF Beta Signaling Pathway	WikiPathways	54	TGF Beta Signaling Pathway
198809	Cholesterol biosynthesis	WikiPathways	17	Cholesterol biosynthesis (WikiPathways)
198807	Alpha6-Beta4 Integrin Signaling Pathway	WikiPathways	67	Alpha6-Beta4 Integrin Signaling Pathway
198806	Androgen receptor signaling pathway	WikiPathways	86	Androgen receptor signaling pathway
198805	G1 to S cell cycle control	WikiPathways	68	G1 to S cell cycle control
198804	Tamoxifen metabolism	WikiPathways	19	Tamoxifen metabolism
198803	Translation Factors	WikiPathways	50	Translation Factors
198802	Heart Development	WikiPathways	44	Heart Development
198801	Ovarian Infertility Genes	WikiPathways	31	Ovarian Infertility Genes
198800	G13 Signaling Pathway	WikiPathways	39	G13 Signaling Pathway
198799	Wnt Signaling Pathway NetPath	WikiPathways	113	Wnt Signaling Pathway NetPath
198798	Ganglio Sphingolipid Metabolism	WikiPathways	11	Ganglio Sphingolipid Metabolism
198797	Apoptosis	WikiPathways	83	Apoptosis (WikiPathways)
198795	Focal Adhesion	WikiPathways	184	Focal Adhesion (WikiPathways)
198794	Cytokines and Inflammatory Response	WikiPathways	25	Cytokines and Inflammatory Response
198793	Biogenic Amine Synthesis	WikiPathways	15	Biogenic Amine Synthesis
198792	NOD pathway	WikiPathways	39	NOD pathway
198791	Type II diabetes mellitus	WikiPathways	21	Type II diabetes mellitus (WikiPathways)
198790	EBV LMP1 signaling	WikiPathways	22	EBV LMP1 signaling
198789	Wnt Signaling Pathway	WikiPathways	60	Wnt Signaling Pathway (WikiPathways)
198788	DNA damage response	WikiPathways	67	DNA damage response
198787	TCA Cycle	WikiPathways	17	TCA Cycle
198786	Proteasome Degradation	WikiPathways	63	Proteasome Degradation
198785	Vitamin A and carotenoid metabolism	WikiPathways	40	Vitamin A and carotenoid metabolism
198784	MicroRNAs in cardiomyocyte hypertrophy	WikiPathways	85	MicroRNAs in cardiomyocyte hypertrophy
198783	Alanine and aspartate metabolism	WikiPathways	12	Alanine and aspartate metabolism
198782	EGFR1 Signaling Pathway	WikiPathways	177	EGFR1 Signaling Pathway
198781	GPCRs, Class B Secretin-like	WikiPathways	23	GPCRs, Class B Secretin-like
198780	Senescence and Autophagy	WikiPathways	106	Senescence and Autophagy
198779	MAPK signaling pathway	WikiPathways	164	MAPK signaling pathway (WikiPathways)
198778	Fluoropyrimidine Activity	WikiPathways	33	Fluoropyrimidine Activity
198776	Hypothetical Network for Drug Addiction	WikiPathways	32	Hypothetical Network for Drug Addiction
198774	TGF-beta Receptor Signaling Pathway	WikiPathways	152	TGF-beta Receptor Signaling Pathway
198773	cytochrome P450	WikiPathways	62	cytochrome P450
198772	Angiogenesis	WikiPathways	23	Angiogenesis
198771	DNA Replication	WikiPathways	42	DNA Replication (WikiPathways)
198770	IL-5 Signaling Pathway	WikiPathways	69	IL-5 Signaling Pathway
198769	Osteoclast Signaling	WikiPathways	16	Osteoclast Signaling
198766	Inflammatory Response Pathway	WikiPathways	30	Inflammatory Response Pathway
198765	GPCRs, Other	WikiPathways	86	GPCRs, Other
198763	ACE Inhibitor Pathway	WikiPathways	17	ACE Inhibitor Pathway
198762	TOR signaling	WikiPathways	34	TOR signaling
198760	IL-4 signaling Pathway	WikiPathways	63	IL-4 signaling Pathway
198759	Myometrial Relaxation and Contraction Pathways	WikiPathways	155	Myometrial Relaxation and Contraction Pathways
198758	Urea cycle and metabolism of amino groups	WikiPathways	20	Urea cycle and metabolism of amino groups
198756	One Carbon Metabolism	WikiPathways	29	One Carbon Metabolism
194385	Fat digestion and absorption	KEGG	41	Fat digestion and absorption
194384	African trypanosomiasis	KEGG	34	African trypanosomiasis
193328	mRNA surveillance pathway	KEGG	91	mRNA surveillance pathway
193147	Osteoclast differentiation	KEGG	130	Osteoclast differentiation
193146	Bile secretion	KEGG	72	Bile secretion
187228	Nephrin interactions	REACTOME	23	Nephrin interactions
187226	N-Glycan antennae elongation	REACTOME	15	N-Glycan antennae elongation
187223	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME	20	N-glycan antennae elongation in the medial/trans-Golgi
187220	Transport to the Golgi and subsequent modification	REACTOME	36	Transport to the Golgi and subsequent modification
187218	Calnexin/calreticulin cycle	REACTOME	11	Calnexin/calreticulin cycle
187217	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME	13	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
187215	KSRP destabilizes mRNA	REACTOME	17	KSRP destabilizes mRNA
187214	Tristetraprolin (TTP) destabilizes mRNA	REACTOME	17	Tristetraprolin (TTP) destabilizes mRNA
187213	Butyrate Response Factor 1 (BRF1) destabilizes mRNA	REACTOME	17	Butyrate Response Factor 1 (BRF1) destabilizes mRNA
187212	AUF1 (hnRNP D0) destabilizes mRNA	REACTOME	54	AUF1 (hnRNP D0) destabilizes mRNA
187211	Regulation of mRNA stability by proteins that bind AU-rich elements	REACTOME	88	Regulation of mRNA stability by proteins that bind AU-rich elements
187209	Signal regulatory protein (SIRP) family interactions	REACTOME	13	Signal regulatory protein (SIRP) family interactions
187208	Retinoid metabolism and transport	REACTOME	42	Retinoid metabolism and transport
187204	Platelet sensitization by LDL	REACTOME	17	Platelet sensitization by LDL
187202	Platelet calcium homeostasis	REACTOME	19	Platelet calcium homeostasis
187201	cGMP effects	REACTOME	18	cGMP effects
187200	Nitric oxide stimulates guanylate cyclase	REACTOME	24	Nitric oxide stimulates guanylate cyclase
187199	Prostacyclin signalling through prostacyclin receptor	REACTOME	21	Prostacyclin signalling through prostacyclin receptor
187198	Platelet homeostasis	REACTOME	80	Platelet homeostasis
187197	Kinesins	REACTOME	26	Kinesins
187196	Factors involved in megakaryocyte development and platelet production	REACTOME	135	Factors involved in megakaryocyte development and platelet production
187195	Ligand-gated ion channel transport	REACTOME	25	Ligand-gated ion channel transport
187194	Ion transport by P-type ATPases	REACTOME	41	Ion transport by P-type ATPases
187193	Ion channel transport	REACTOME	158	Ion channel transport
187192	Transferrin endocytosis and recycling	REACTOME	28	Transferrin endocytosis and recycling
187191	Iron uptake and transport	REACTOME	40	Iron uptake and transport
187189	Regulation of water balance by renal Aquaporins	REACTOME	45	Regulation of water balance by renal Aquaporins
187188	Passive transport by Aquaporins	REACTOME	12	Passive transport by Aquaporins
187187	Aquaporin-mediated transport	REACTOME	53	Aquaporin-mediated transport
187186	Transport of organic anions	REACTOME	11	Transport of organic anions
187183	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits*	REACTOME	27	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits*
187180	GABA B receptor activation*	REACTOME	41	GABA B receptor activation*
187179	GABA A receptor activation	REACTOME	12	GABA A receptor activation
187178	GABA receptor activation	REACTOME	56	GABA receptor activation
187174	GABA synthesis, release, reuptake and degradation	REACTOME	19	GABA synthesis, release, reuptake and degradation
187173	Circadian Clock	REACTOME	55	Circadian Clock
187172	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	REACTOME	13	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)
187171	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	REACTOME	20	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
187170	Incretin synthesis, secretion, and inactivation	REACTOME	23	Incretin synthesis, secretion, and inactivation
187108	Rap1 signalling	REACTOME	16	Rap1 signalling
187107	Regulation of IFNG signaling	REACTOME	14	Regulation of IFNG signaling
187106	Interferon gamma signaling	REACTOME	67	Interferon gamma signaling
187105	Regulation of IFNA signaling	REACTOME	25	Regulation of IFNA signaling
187104	Interferon alpha/beta signaling	REACTOME	64	Interferon alpha/beta signaling
187103	Interferon Signaling	REACTOME	167	Interferon Signaling
187102	Negative regulators of RIG-I/MDA5 signaling	REACTOME	33	Negative regulators of RIG-I/MDA5 signaling
187101	TRAF6 mediated NF-kB activation	REACTOME	24	TRAF6 mediated NF-kB activation
187100	TRAF6 mediated IRF7 activation	REACTOME	32	TRAF6 mediated IRF7 activation
187099	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACTOME	12	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10
187098	TRAF3-dependent IRF activation pathway	REACTOME	14	TRAF3-dependent IRF activation pathway
187097	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACTOME	79	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways
187096	Regulation of signaling by CBL	REACTOME	18	Regulation of signaling by CBL
187095	Interleukin receptor SHC signaling	REACTOME	29	Interleukin receptor SHC signaling
187094	Interleukin-3, 5 and GM-CSF signaling	REACTOME	48	Interleukin-3, 5 and GM-CSF signaling
187092	Advanced glycosylation endproduct receptor signaling	REACTOME	13	Advanced glycosylation endproduct receptor signaling
187091	TRAF6 mediated induction of TAK1 complex	REACTOME	17	TRAF6 mediated induction of TAK1 complex
187090	IKK complex recruitment mediated by RIP1	REACTOME	27	IKK complex recruitment mediated by RIP1
187088	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	REACTOME	18	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon
187085	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	REACTOME	14	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling
177876	RNA transport	KEGG	159	RNA transport
173973	Hepatitis C	KEGG	133	Hepatitis C
172847	Protein digestion and absorption	KEGG	89	Protein digestion and absorption
172846	Staphylococcus aureus infection	KEGG	53	Staphylococcus aureus infection
170720	Carbohydrate digestion and absorption	KEGG	45	Carbohydrate digestion and absorption
169642	Toxoplasmosis	KEGG	116	Toxoplasmosis
169356	RhoA signaling pathway	Pathway Interaction Database	41	RhoA signaling pathway
169355	RAC1 signaling pathway	Pathway Interaction Database	55	RAC1 signaling pathway
169354	Noncanonical Wnt signaling pathway	Pathway Interaction Database	30	Noncanonical Wnt signaling pathway
169353	Validated targets of C-MYC transcriptional repression	Pathway Interaction Database	62	Validated targets of C-MYC transcriptional repression
169352	Regulation of Wnt-mediated beta catenin signaling and target gene transcription	Pathway Interaction Database	78	Regulation of Wnt-mediated beta catenin signaling and target gene transcription
169351	Validated targets of C-MYC transcriptional activation	Pathway Interaction Database	81	Validated targets of C-MYC transcriptional activation
169350	Signaling events mediated by TCPTP	Pathway Interaction Database	36	Signaling events mediated by TCPTP
169349	Validated transcriptional targets of AP1 family members Fra1 and Fra2	Pathway Interaction Database	34	Validated transcriptional targets of AP1 family members Fra1 and Fra2
169348	Signaling events mediated by focal adhesion kinase	Pathway Interaction Database	54	Signaling events mediated by focal adhesion kinase
169347	Notch-mediated HES/HEY network	Pathway Interaction Database	48	Notch-mediated HES/HEY network
169346	Regulation of RAC1 activity	Pathway Interaction Database	39	Regulation of RAC1 activity
169345	Notch signaling pathway	Pathway Interaction Database	58	Notch signaling pathway (Pathway Interaction Database)
169344	C-MYC pathway	Pathway Interaction Database	22	C-MYC pathway
169306	Pancreatic secretion	KEGG	96	Pancreatic secretion
167325	Protein processing in endoplasmic reticulum	KEGG	168	Protein processing in endoplasmic reticulum
167324	Amoebiasis	KEGG	109	Amoebiasis
161075	Transport of vitamins, nucleosides, and related molecules	REACTOME	32	Transport of vitamins, nucleosides, and related molecules
161072	Organic cation/anion/zwitterion transport	REACTOME	13	Organic cation/anion/zwitterion transport
161070	Na+/Cl- dependent neurotransmitter transporters	REACTOME	19	Na+/Cl- dependent neurotransmitter transporters
161067	Zinc transporters	REACTOME	17	Zinc transporters
161066	Metal ion SLC transporters	REACTOME	25	Metal ion SLC transporters
161063	Thrombin signalling through proteinase activated receptors (PARs)	REACTOME	34	Thrombin signalling through proteinase activated receptors (PARs)
161062	Thromboxane signalling through TP receptor	REACTOME	25	Thromboxane signalling through TP receptor
161061	ADP signalling through P2Y purinoceptor 1	REACTOME	27	ADP signalling through P2Y purinoceptor 1
161060	ADP signalling through P2Y purinoceptor 12	REACTOME	24	ADP signalling through P2Y purinoceptor 12
161059	Signal amplification	REACTOME	34	Signal amplification
161057	Synthesis and interconversion of nucleotide di- and triphosphates	REACTOME	19	Synthesis and interconversion of nucleotide di- and triphosphates
161051	HIV elongation arrest and recovery*	REACTOME	31	HIV elongation arrest and recovery*
161049	Nucleosome assembly*	REACTOME	63	Nucleosome assembly*
161048	Chromosome Maintenance	REACTOME	97	Chromosome Maintenance
161047	Presynaptic function of Kainate receptors	REACTOME	23	Presynaptic function of Kainate receptors
161043	Activation of Kainate Receptors upon glutamate binding	REACTOME	34	Activation of Kainate Receptors upon glutamate binding
161037	Ras activation uopn Ca2+ infux through NMDA receptor	REACTOME	19	Ras activation uopn Ca2+ infux through NMDA receptor
161036	CREB phosphorylation through the activation of Ras	REACTOME	29	CREB phosphorylation through the activation of Ras
161035	Post NMDA receptor activation events	REACTOME	37	Post NMDA receptor activation events
161034	Unblocking of NMDA receptor, glutamate binding and activation	REACTOME	17	Unblocking of NMDA receptor, glutamate binding and activation
161033	Activation of NMDA receptor upon glutamate binding and postsynaptic events	REACTOME	41	Activation of NMDA receptor upon glutamate binding and postsynaptic events
161032	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	REACTOME	12	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors
161028	Presynaptic nicotinic acetylcholine receptors	REACTOME	12	Presynaptic nicotinic acetylcholine receptors
161025	Smooth Muscle Contraction	REACTOME	24	Smooth Muscle Contraction
161020	GPCR ligand binding	REACTOME	441	GPCR ligand binding
161015	Synthesis of substrates in N-glycan biosythesis	REACTOME	52	Synthesis of substrates in N-glycan biosythesis
161014	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	REACTOME	67	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein
161013	Asparagine N-linked glycosylation	REACTOME	118	Asparagine N-linked glycosylation
161012	Post-translational protein modification	REACTOME	269	Post-translational protein modification
161006	Signal transduction by L1	REACTOME	22	Signal transduction by L1
161005	Interaction between L1 and Ankyrins	REACTOME	26	Interaction between L1 and Ankyrins
161004	Recycling pathway of L1	REACTOME	27	Recycling pathway of L1
161003	L1CAM interactions	REACTOME	94	L1CAM interactions
160999	Netrin-1 signaling	REACTOME	42	Netrin-1 signaling
160997	Myogenesis*	REACTOME	30	Myogenesis*
160994	Deadenylation of mRNA	REACTOME	23	Deadenylation of mRNA
160993	Deadenylation-dependent mRNA decay	REACTOME	49	Deadenylation-dependent mRNA decay
160988	Peptide hormone biosynthesis	REACTOME	14	Peptide hormone biosynthesis
160983	Amine-derived hormones	REACTOME	16	Amine-derived hormones
160978	Synthesis of very long-chain fatty acyl-CoAs	REACTOME	16	Synthesis of very long-chain fatty acyl-CoAs
160977	Fatty acid, triacylglycerol, and ketone body metabolism	REACTOME	187	Fatty acid, triacylglycerol, and ketone body metabolism
160976	Metabolism of lipids and lipoproteins	REACTOME	574	Metabolism of lipids and lipoproteins
160975	Signal attenuation	REACTOME	15	Signal attenuation
160973	Regulation of AMPK activity via LKB1	REACTOME	14	Regulation of AMPK activity via LKB1
160972	Energy dependent regulation of mTOR by LKB1-AMPK	REACTOME	17	Energy dependent regulation of mTOR by LKB1-AMPK
160967	Cell-extracellular matrix interactions	REACTOME	16	Cell-extracellular matrix interactions
160966	Cell junction organization	REACTOME	85	Cell junction organization
160962	Respiratory electron transport	REACTOME	66	Respiratory electron transport
160960	SHC-mediated cascade	REACTOME	29	SHC-mediated cascade
160959	Phospholipase C-mediated cascade	REACTOME	56	Phospholipase C-mediated cascade
