setID	setName	source	setsize.orig
119519	Semaphorin interactions	REACTOME	66
119520	Sema4D in semaphorin signaling	REACTOME	29
119522	Sema4D induced cell migration and growth-cone collapse	REACTOME	24
119523	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	REACTOME	14
119524	Sema3A PAK dependent Axon repulsion	REACTOME	15
119525	CRMPs in Sema3A signaling	REACTOME	16
119526	Other semaphorin interactions	REACTOME	16
119527	Signaling by Robo receptor	REACTOME	32
119530	Activation of Rac	REACTOME	14
119532	Cell-cell junction organization	REACTOME	59
119533	Adherens junctions interactions	REACTOME	29
119535	Tight junction interactions	REACTOME	30
119538	Synthesis, Secretion, and Deacylation of Ghrelin	REACTOME	17
119539	G-protein beta:gamma signalling	REACTOME	30
119540	G beta:gamma signalling through PI3Kgamma	REACTOME	27
119543	Sphingolipid metabolism	REACTOME	32
119544	Regulation of Lipid Metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)	REACTOME	64
119546	Golgi Associated Vesicle Biogenesis	REACTOME	54
119547	Lysosome Vesicle Biogenesis	REACTOME	24
119548	GPCR downstream signaling	REACTOME	845
119549	G alpha (s) signalling events	REACTOME	130
119550	G alpha (i) signalling events	REACTOME	202
119551	G alpha (z) signalling events	REACTOME	47
119552	Costimulation by the CD28 family	REACTOME	68
119553	CD28 co-stimulation	REACTOME	31
119554	CD28 dependent PI3K/Akt signaling	REACTOME	21
119555	CD28 dependent Vav1 pathway	REACTOME	11
119556	CTLA4 inhibitory signaling	REACTOME	21
119557	PD-1 signaling	REACTOME	25
119558	SLC-mediated transmembrane transport	REACTOME	251
119559	Transport of inorganic cations/anions and amino acids/oligopeptides	REACTOME	95
119571	Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	REACTOME	96
119572	Facilitative Na+-independent glucose transporters	REACTOME	12
121494	Dilated cardiomyopathy	KEGG	90
122191	NOD-like receptor signaling pathway	KEGG	58
125136	Spliceosome	KEGG	127
125137	Cytosolic DNA-sensing pathway	KEGG	56
125138	Viral myocarditis	KEGG	68
126909	Oocyte meiosis	KEGG	112
128760	Intestinal immune network for IgA production	KEGG	46
130626	Aldosterone-regulated sodium reabsorption	KEGG	42
131226	Peroxisome	KEGG	79
137910	CXCR4-mediated signaling events	Pathway Interaction Database	76
137911	FOXA2 and FOXA3 transcription factor networks	Pathway Interaction Database	44
137912	Hedgehog signaling events mediated by Gli proteins	Pathway Interaction Database	43
137913	Alpha-synuclein signaling	Pathway Interaction Database	32
137914	Presenilin action in Notch and Wnt signaling	Pathway Interaction Database	46
137915	Signaling events regulated by Ret tyrosine kinase	Pathway Interaction Database	38
137916	Regulation of retinoblastoma protein	Pathway Interaction Database	55
137917	Angiopoietin receptor Tie2-mediated signaling	Pathway Interaction Database	48
137918	Stabilization and expansion of the E-cadherin adherens junction	Pathway Interaction Database	40
137919	N-cadherin signaling events	Pathway Interaction Database	33
137920	TRAIL signaling pathway	Pathway Interaction Database	25
137921	Ras signaling in the CD4+ TCR pathway	Pathway Interaction Database	11
137922	IL12-mediated signaling events	Pathway Interaction Database	62
137924	VEGFR1 specific signals	Pathway Interaction Database	29
137925	Aurora A signaling	Pathway Interaction Database	31
137926	Visual signal transduction: Cones	Pathway Interaction Database	23
137927	Arf1 pathway	Pathway Interaction Database	18
137928	LPA receptor mediated events	Pathway Interaction Database	65
137929	IL27-mediated signaling events	Pathway Interaction Database	26
137930	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	Pathway Interaction Database	72
137931	Sphingosine 1-phosphate (S1P) pathway	Pathway Interaction Database	21
137932	IL6-mediated signaling events	Pathway Interaction Database	43
137933	IL4-mediated signaling events	Pathway Interaction Database	60
137934	E2F transcription factor network	Pathway Interaction Database	72
137935	FOXM1 transcription factor network	Pathway Interaction Database	39
137936	IL12 signaling mediated by STAT4	Pathway Interaction Database	28
137937	S1P1 pathway	Pathway Interaction Database	20
137938	IL2 signaling events mediated by PI3K	Pathway Interaction Database	37
137939	Direct p53 effectors	Pathway Interaction Database	134
137940	Signaling events mediated by VEGFR1 and VEGFR2	Pathway Interaction Database	63
137941	Calcium signaling in the CD4+ TCR pathway	Pathway Interaction Database	28
137943	p38 MAPK signaling pathway	Pathway Interaction Database	29
137944	IL1-mediated signaling events	Pathway Interaction Database	35
137945	amb2 Integrin signaling	Pathway Interaction Database	48
137946	Atypical NF-kappaB pathway	Pathway Interaction Database	14
137948	BMP receptor signaling	Pathway Interaction Database	36
137949	LPA4-mediated signaling events	Pathway Interaction Database	15
137950	Signaling events mediated by the Hedgehog family	Pathway Interaction Database	22
137952	Syndecan-3-mediated signaling events	Pathway Interaction Database	17
137953	Role of Calcineurin-dependent NFAT signaling in lymphocytes	Pathway Interaction Database	51
137954	Arf6 trafficking events	Pathway Interaction Database	44
137955	ErbB2/ErbB3 signaling events	Pathway Interaction Database	35
137956	HIF-2-alpha transcription factor network	Pathway Interaction Database	34
137957	LKB1 signaling events	Pathway Interaction Database	42
137958	Endothelins	Pathway Interaction Database	53
137959	BARD1 signaling events	Pathway Interaction Database	29
137960	Osteopontin-mediated events	Pathway Interaction Database	32
137961	EPHA2 forward signaling	Pathway Interaction Database	17
137962	Wnt signaling network	Pathway Interaction Database	28
137963	Regulation of nuclear SMAD2/3 signaling	Pathway Interaction Database	76
137964	Regulation of p38-alpha and p38-beta	Pathway Interaction Database	27
137967	Trk receptor signaling mediated by PI3K and PLC-gamma	Pathway Interaction Database	32
137968	ALK1 signaling events	Pathway Interaction Database	24
137969	Signaling events mediated by PRL	Pathway Interaction Database	23
137970	EGF receptor (ErbB1) signaling pathway	Pathway Interaction Database	25
137971	Paxillin-independent events mediated by a4b1 and a4b7	Pathway Interaction Database	22
137972	Signaling events mediated by HDAC Class III	Pathway Interaction Database	39
137974	Caspase cascade in apoptosis	Pathway Interaction Database	50
137975	RXR and RAR heterodimerization with other nuclear receptor	Pathway Interaction Database	14
137976	IL2-mediated signaling events	Pathway Interaction Database	52
137977	Neurotrophic factor-mediated Trk receptor signaling	Pathway Interaction Database	56
137978	Circadian rhythm pathway	Pathway Interaction Database	13
137979	FOXA1 transcription factor network	Pathway Interaction Database	43
137980	Reelin signaling pathway	Pathway Interaction Database	28
137981	Insulin-mediated glucose transport	Pathway Interaction Database	29
137983	ALK2 signaling events	Pathway Interaction Database	11
137984	Lissencephaly gene (LIS1) in neuronal migration and development	Pathway Interaction Database	31
137987	Regulation of Telomerase	Pathway Interaction Database	66
137988	IL2 signaling events mediated by STAT5	Pathway Interaction Database	30
137989	FGF signaling pathway	Pathway Interaction Database	47
137990	Regulation of CDC42 activity	Pathway Interaction Database	30
137991	ErbB4 signaling events	Pathway Interaction Database	32
137992	IGF1 pathway	Pathway Interaction Database	28
137993	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	Pathway Interaction Database	49
137994	CDC42 signaling events	Pathway Interaction Database	70
137995	HIV-1 Nef: Negative effector of Fas and TNF-alpha	Pathway Interaction Database	35
137996	VEGFR3 signaling in lymphatic endothelium	Pathway Interaction Database	23
137997	Signaling events mediated by HDAC Class I	Pathway Interaction Database	66
137998	TCR signaling in naive CD4+ T cells	Pathway Interaction Database	61
137999	Integrins in angiogenesis	Pathway Interaction Database	46
138000	IL23-mediated signaling events	Pathway Interaction Database	37
138001	mTOR signaling pathway	Pathway Interaction Database	60
138002	E-cadherin signaling in keratinocytes	Pathway Interaction Database	19
138005	E-cadherin signaling in the nascent adherens junction	Pathway Interaction Database	33
138006	ATF-2 transcription factor network	Pathway Interaction Database	55
138007	PLK1 signaling events	Pathway Interaction Database	44
138008	a6b1 and a6b4 Integrin signaling	Pathway Interaction Database	31
138009	Plasma membrane estrogen receptor signaling	Pathway Interaction Database	26
138010	Glypican 1 network	Pathway Interaction Database	26
138011	CXCR3-mediated signaling events	Pathway Interaction Database	34
138012	Signaling mediated by p38-alpha and p38-beta	Pathway Interaction Database	35
138013	Internalization of ErbB1	Pathway Interaction Database	33
138014	Glucocorticoid receptor regulatory network	Pathway Interaction Database	82
138015	Regulation of cytoplasmic and nuclear SMAD2/3 signaling	Pathway Interaction Database	19
138016	ErbB receptor signaling network	Pathway Interaction Database	14
138017	Signaling events mediated by PTP1B	Pathway Interaction Database	51
138018	Downstream signaling in naive CD8+ T cells	Pathway Interaction Database	50
138019	p75(NTR)-mediated signaling	Pathway Interaction Database	61
138020	Class I PI3K signaling events mediated by Akt	Pathway Interaction Database	34
138021	Paxillin-dependent events mediated by a4b1	Pathway Interaction Database	19
138022	Class I PI3K signaling events	Pathway Interaction Database	41
138023	Ceramide signaling pathway	Pathway Interaction Database	45
138024	TGF-beta receptor signaling	Pathway Interaction Database	51
138026	Insulin Pathway	Pathway Interaction Database	43
138027	Regulation of Androgen receptor activity	Pathway Interaction Database	49
138029	Sumoylation by RanBP2 regulates transcriptional repression	Pathway Interaction Database	11
138030	Canonical NF-kappaB pathway	Pathway Interaction Database	23
138031	Syndecan-2-mediated signaling events	Pathway Interaction Database	33
138032	Canonical Wnt signaling pathway	Pathway Interaction Database	30
138034	Arf6 signaling events	Pathway Interaction Database	34
138036	FoxO family signaling	Pathway Interaction Database	47
138038	Arf6 downstream pathway	Pathway Interaction Database	15
138039	Retinoic acid receptors-mediated signaling	Pathway Interaction Database	25
138040	IFN-gamma pathway	Pathway Interaction Database	40
138041	EPHA forward signaling	Pathway Interaction Database	31
138043	Signaling mediated by p38-gamma and p38-delta	Pathway Interaction Database	10
138044	Trk receptor signaling mediated by the MAPK pathway	Pathway Interaction Database	29
138045	HIF-1-alpha transcription factor network	Pathway Interaction Database	65
138046	Syndecan-1-mediated signaling events	Pathway Interaction Database	17
138047	EPHB forward signaling	Pathway Interaction Database	33
138048	Nongenotropic Androgen signaling	Pathway Interaction Database	18
138049	PDGFR-alpha signaling pathway	Pathway Interaction Database	22
138050	Fc-epsilon receptor I signaling in mast cells	Pathway Interaction Database	58
138051	EPO signaling pathway	Pathway Interaction Database	33
138052	Ephrin B reverse signaling	Pathway Interaction Database	27
138053	TNF receptor signaling pathway	Pathway Interaction Database	44
138054	Nectin adhesion pathway	Pathway Interaction Database	25
138055	TCR signaling in naive CD8+ T cells	Pathway Interaction Database	49
138056	Hypoxic and oxygen homeostasis regulation of HIF-1-alpha	Pathway Interaction Database	15
138057	ErbB1 downstream signaling	Pathway Interaction Database	102
138058	BCR signaling pathway	Pathway Interaction Database	66
138059	S1P2 pathway	Pathway Interaction Database	24
138060	Thromboxane A2 receptor signaling	Pathway Interaction Database	45
138061	CD40/CD40L signaling	Pathway Interaction Database	30
138062	Signaling events mediated by HDAC Class II	Pathway Interaction Database	34
138063	S1P3 pathway	Pathway Interaction Database	28
138064	Syndecan-4-mediated signaling events	Pathway Interaction Database	31
138066	JNK signaling in the CD4+ TCR pathway	Pathway Interaction Database	13
138067	p53 pathway	Pathway Interaction Database	58
138068	Signaling events mediated by Stem cell factor receptor (c-Kit)	Pathway Interaction Database	52
138069	S1P4 pathway	Pathway Interaction Database	14
138070	Regulation of RhoA activity	Pathway Interaction Database	45
138071	PDGFR-beta signaling pathway	Pathway Interaction Database	54
138072	Nephrin/Neph1 signaling in the kidney podocyte	Pathway Interaction Database	26
138073	C-MYB transcription factor network	Pathway Interaction Database	78
138074	Visual signal transduction: Rods	Pathway Interaction Database	23
138076	Cellular roles of Anthrax toxin	Pathway Interaction Database	22
138078	p38 signaling mediated by MAPKAP kinases	Pathway Interaction Database	20
138080	Aurora B signaling	Pathway Interaction Database	39
138081	FAS (CD95) signaling pathway	Pathway Interaction Database	35
138085	Coregulation of Androgen receptor activity	Pathway Interaction Database	57
143700	Vasopressin-regulated water reabsorption	KEGG	44
144181	Leishmaniasis	KEGG	70
144182	Proximal tubule bicarbonate reclamation	KEGG	23
147586	Collecting duct acid secretion	KEGG	27
147809	Chagas disease (American trypanosomiasis)	KEGG	104
149806	Phototransduction	KEGG	29
149807	Bacterial invasion of epithelial cells	KEGG	70
152665	Malaria	KEGG	51
153376	Salivary secretion	KEGG	89
153910	Phagosome	KEGG	149
154409	Gastric acid secretion	KEGG	74
160134	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	REACTOME	24
160135	MAP kinase activation in TLR cascade	REACTOME	49
160136	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1	REACTOME	16
160137	activated TAK1 mediates p38 MAPK activation	REACTOME	17
160138	MAPK targets/ Nuclear events mediated by MAP kinases	REACTOME	30
160139	Activation of the AP-1 family of transcription factors	REACTOME	10
160140	Signaling by Interleukins	REACTOME	92
160141	Interleukin-1 signaling	REACTOME	42
160941	Mitotic G1-G1/S phases	REACTOME	117
160942	Mitotic G2-G2/M phases*	REACTOME	87
160943	Mitotic M-M/G1 phases	REACTOME	180
160948	RNA Polymerase I, RNA Polymerase III, and Mitochondrial Transcription	REACTOME	122
160950	Processing of Capped Intron-Containing Pre-mRNA	REACTOME	138
160951	Processing of Capped Intronless Pre-mRNA	REACTOME	23
160952	SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	REACTOME	11
160953	SLBP independent Processing of Histone Pre-mRNAs	REACTOME	10
160954	Processing of Intronless Pre-mRNAs	REACTOME	14
160958	FRS2-mediated cascade	REACTOME	27
160959	Phospholipase C-mediated cascade	REACTOME	23
160960	SHC-mediated cascade	REACTOME	21
160961	PI-3K cascade	REACTOME	40
160962	Respiratory electron transport	REACTOME	66
160966	Cell junction organization	REACTOME	97
160967	Cell-extracellular matrix interactions	REACTOME	16
160971	Heme degradation	REACTOME	13
160972	Energy dependent regulation of mTOR by LKB1-AMPK	REACTOME	17
160973	Regulation of AMPK activity via LKB1	REACTOME	14
160974	Regulation of Rheb GTPase activity by AMPK	REACTOME	10
160975	Signal attenuation	REACTOME	14
160976	Metabolism of lipids and lipoproteins	REACTOME	299
160977	Fatty acid, triacylglycerol, and ketone body metabolism	REACTOME	121
160978	Synthesis of very long-chain fatty acyl-CoAs	REACTOME	14
160981	Prostanoid metabolism	REACTOME	12
160983	Amine-derived hormones	REACTOME	13
160991	Metabolism of RNA	REACTOME	167
160992	Metabolism of mRNA	REACTOME	118
160993	Deadenylation-dependent mRNA decay	REACTOME	46
160994	Deadenylation of mRNA	REACTOME	22
160995	mRNA Decay by 3' to 5' Exoribonuclease	REACTOME	11
160996	mRNA Decay by 5' to 3' Exoribonuclease	REACTOME	13
160997	Myogenesis*	REACTOME	30
160999	Netrin-1 signaling	REACTOME	42
161000	DCC mediated attractive signaling	REACTOME	14
161001	Netrin mediated repulsion signals	REACTOME	10
161002	Role of second messengers in netrin-1 signaling	REACTOME	10
161003	L1CAM interactions	REACTOME	94
161004	Recycling pathway of L1	REACTOME	28
161005	Interaction between L1 and Ankyrins	REACTOME	26
161006	Signal transduction by L1	REACTOME	36
161011	Role of DCC in regulating apoptosis	REACTOME	10
161012	Post-translational protein modification	REACTOME	123
161013	Asparagine N-linked glycosylation	REACTOME	85
161014	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	REACTOME	30
161015	Synthesis of substrates in N-glycan biosythesis	REACTOME	16
161020	GPCR ligand binding	REACTOME	415
161025	Smooth Muscle Contraction	REACTOME	24
161028	Presynaptic nicotinic acetylcholine receptors	REACTOME	12
161032	Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	REACTOME	12
161033	Activation of NMDA receptor upon glutamate binding and postsynaptic events	REACTOME	39
161034	Unblocking of NMDA receptor, glutamate binding and activation	REACTOME	17
161035	Post NMDA receptor activation events	REACTOME	35
161036	CREB phosphorylation through the activation of Ras	REACTOME	29
161037	Ras activation uopn Ca2+ infux through NMDA receptor	REACTOME	19
161040	CREB phosphorylation through the activation of CaMKII	REACTOME	17
161043	Activation of Kainate Receptors upon glutamate binding	REACTOME	34
161044	Ionotropic activity of Kainate Receptors*	REACTOME	12
161047	Presynaptic function of Kainate receptors*	REACTOME	23
161048	Chromosome Maintenance	REACTOME	97
161049	Nucleosome assembly*	REACTOME	63
161051	HIV-1 elongation arrest and recovery*	REACTOME	31
161057	Synthesis and interconversion of nucleotide di- and triphosphates	REACTOME	19
161059	Signal amplification	REACTOME	33
161060	ADP signalling through P2Y purinoceptor 12	REACTOME	23
161061	ADP signalling through P2Y purinoceptor 1	REACTOME	27
161062	Thromboxane signalling through TP receptor	REACTOME	25
161063	Thrombin signalling through proteinase activated receptors (PARs)	REACTOME	34
161066	Metal ion SLC transporters	REACTOME	25
161067	Zinc transporters	REACTOME	17
161070	Na+/Cl- dependent neurotransmitter transporters	REACTOME	18
161072	Organic cation/anion/zwitterion transport	REACTOME	13
161075	Transport of vitamins, nucleosides, and related molecules	REACTOME	31
167324	Amoebiasis	KEGG	105
167325	Protein processing in endoplasmic reticulum	KEGG	165
169306	Pancreatic secretion	KEGG	100
169344	C-MYC pathway	Pathway Interaction Database	22
169345	Notch signaling pathway	Pathway Interaction Database	58
169346	Regulation of RAC1 activity	Pathway Interaction Database	39
169347	Notch-mediated HES/HEY network	Pathway Interaction Database	48
169348	Signaling events mediated by focal adhesion kinase	Pathway Interaction Database	54
169349	Validated transcriptional targets of AP1 family members Fra1 and Fra2	Pathway Interaction Database	34
169350	Signaling events mediated by TCPTP	Pathway Interaction Database	36
169351	Validated targets of C-MYC transcriptional activation	Pathway Interaction Database	80
169352	Regulation of Wnt-mediated beta catenin signaling and target gene transcription	Pathway Interaction Database	78
169353	Validated targets of C-MYC transcriptional repression	Pathway Interaction Database	61
169354	Noncanonical Wnt signaling pathway	Pathway Interaction Database	30
169355	RAC1 signaling pathway	Pathway Interaction Database	54
169356	RhoA signaling pathway	Pathway Interaction Database	41
169642	Toxoplasmosis	KEGG	130
170720	Carbohydrate digestion and absorption	KEGG	44
172845	Sulfur relay system	KEGG	10
172846	Staphylococcus aureus infection	KEGG	53
172847	Protein digestion and absorption	KEGG	80
173973	Hepatitis C	KEGG	134
177876	RNA transport	KEGG	150
187083	IRAK1 recruits IKK comlex upon TLR7/8 or 9 stimulation*	REACTOME	12
187084	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	REACTOME	12
187085	TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling	REACTOME	13
187086	IRAK2 mediated activation of TAK1 complex*	REACTOME	15
187092	Advanced glycosylation endproduct receptor signaling	REACTOME	13
187094	Interleukin-3, 5 and GM-CSF signaling	REACTOME	45
187095	Interleukin receptor SHC signaling	REACTOME	28
187096	Regulation of signaling by CBL	REACTOME	18
187097	RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways	REACTOME	76
187098	TRAF3-dependent IRF activation pathway	REACTOME	14
187099	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	REACTOME	12
187100	TRAF6 mediated IRF7 activation	REACTOME	30
187101	TRAF6 mediated NF-kB activation	REACTOME	22
187102	Negative regulators of RIG-I/MDA5 signaling	REACTOME	33
187103	Interferon Signaling	REACTOME	108
187104	Interferon alpha/beta signaling	REACTOME	64
187105	Regulation of IFNA signaling	REACTOME	25
187106	Interferon gamma signaling	REACTOME	71
187107	Regulation of IFNG signaling	REACTOME	14
187108	Rap1 signalling	REACTOME	16
187170	Incretin Synthesis, Secretion, and Inactivation	REACTOME	23
187171	Synthesis, Secretion, and Inactivation of Glucagon-like Peptide-1 (GLP-1)	REACTOME	20
187172	Synthesis, Secretion, and Inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	REACTOME	13
187173	Circadian Clock	REACTOME	29
187174	GABA synthesis, release, reuptake and degradation	REACTOME	19
187178	GABA receptor activation	REACTOME	55
187179	GABA A receptor activation	REACTOME	12
187180	GABA B receptor activation*	REACTOME	40
187183	Inhibition of voltage gated Ca2+ channels via Gbeta/gamma subunits	REACTOME	27
187186	Transport of organic anions	REACTOME	11
187187	Aquaporin-mediated transport	REACTOME	49
187188	Passive Transport by Aquaporins	REACTOME	11
187189	Regulation of Water Balance by Renal Aquaporins	REACTOME	42
187191	Iron uptake and transport	REACTOME	37
187192	Transferrin endocytosis and recycling	REACTOME	27
187193	Ion channel transport	REACTOME	61
187194	Ion transport by P-type ATPases	REACTOME	36
187195	Ligand-gated ion channel transport	REACTOME	25
187196	Factors involved in megakaryocyte development and platelet production	REACTOME	135
187197	Kinesins	REACTOME	26
187198	Platelet homeostasis	REACTOME	82
187199	Prostacyclin signalling through prostacyclin receptor	REACTOME	21
187200	Nitric oxide stimulates guanylate cyclase	REACTOME	27
187201	cGMP effects	REACTOME	21
187202	Platelet calcium homeostasis	REACTOME	19
187203	Reduction of cytosolic Ca++ levels	REACTOME	10
187204	Platelet sensitization by LDL	REACTOME	16
187205	GP1b-IX-V activation signalling	REACTOME	10
187209	Signal regulatory protein (SIRP) family interactions	REACTOME	13
187211	Regulation of mRNA Stability by Proteins that Bind AU-rich Elements	REACTOME	88
187212	Destabilization of mRNA by AUF1 (hnRNP D0)	REACTOME	54
187213	Destabilization of mRNA by Butyrate Response Factor 1 (BRF1)	REACTOME	17
187214	Destabilization of mRNA by Tristetraprolin (TTP)	REACTOME	17
187215	Destabilization of mRNA by KSRP	REACTOME	17
187216	Stabilization of mRNA by HuR	REACTOME	10
187217	N-glycan trimming in the ER and Calnexin/Calreticulin cycle	REACTOME	13
187218	Calnexin/calreticulin cycle	REACTOME	11
187220	Transport to the Golgi and subsequent modification	REACTOME	36
187223	N-glycan antennae elongation in the medial/trans-Golgi	REACTOME	20
187226	N-Glycan antennae elongation	REACTOME	15
187227	Interactions of the immunoglobulin superfamily (IgSF) member proteins	REACTOME	47
187228	Nephrin interactions	REACTOME	23
187229	DSCAM interactions	REACTOME	11
193146	Bile secretion	KEGG	71
193147	Osteoclast differentiation	KEGG	128
193328	mRNA surveillance pathway	KEGG	82
194384	African trypanosomiasis	KEGG	35
194385	Fat digestion and absorption	KEGG	46
198756	One Carbon Metabolism	WikiPathways	27
198757	Mitochondrial Gene Expression	WikiPathways	12
198758	Urea cycle and metabolism of amino groups	WikiPathways	21
198759	Myometrial Relaxation and Contraction Pathways	WikiPathways	155
198760	IL-4 signaling Pathway	WikiPathways	64
198761	Osteopontin Signaling	WikiPathways	11
198763	ACE Inhibitor Pathway	WikiPathways	17
198765	GPCRs, Other	WikiPathways	87
198766	Inflammatory Response Pathway	WikiPathways	31
198769	Osteoclast Signaling	WikiPathways	14
198770	IL-5 Signaling Pathway	WikiPathways	69
198771	DNA Replication	WikiPathways	42
198774	TGF-beta Receptor Signaling Pathway	WikiPathways	153
198776	Hypothetical Network for Drug Addiction	WikiPathways	32
198777	Keap1-Nrf2 Pathway	WikiPathways	13
198778	Fluoropyrimidine Activity	WikiPathways	34
198779	MAPK signaling pathway	WikiPathways	162
198780	Senescence and Autophagy	WikiPathways	94
198781	GPCRs, Class B Secretin-like	WikiPathways	23
198782	EGFR1 Signaling Pathway	WikiPathways	177
198783	Alanine and aspartate metabolism	WikiPathways	12
198784	MicroRNAs in cardiomyocyte hypertrophy	WikiPathways	85
198785	Vitamin A and carotenoid metabolism	WikiPathways	39
198786	Proteasome Degradation	WikiPathways	60
198787	TCA Cycle	WikiPathways	31
198789	Wnt Signaling Pathway	WikiPathways	60
198793	Biogenic Amine Synthesis	WikiPathways	14
198794	Cytokines and Inflammatory Response	WikiPathways	25
198795	Focal Adhesion	WikiPathways	185
198797	Apoptosis	WikiPathways	84
198799	Wnt Signaling Pathway NetPath	WikiPathways	112
198800	G13 Signaling Pathway	WikiPathways	39
198801	Ovarian Infertility Genes	WikiPathways	30
198802	Heart Development	WikiPathways	44
198803	Translation Factors	WikiPathways	51
198805	G1 to S cell cycle control	WikiPathways	68
198806	Androgen Receptor Signaling Pathway	WikiPathways	113
198807	Alpha6-Beta4 Integrin Signaling Pathway	WikiPathways	67
198809	Cholesterol Biosynthesis	WikiPathways	15
198810	TGF Beta Signaling Pathway	WikiPathways	52
198811	Cell cycle	WikiPathways	88
198812	Endochondral Ossification	WikiPathways	65
198813	Diurnally regulated genes with circadian orthologs	WikiPathways	49
198814	Glycolysis and Gluconeogenesis	WikiPathways	46
198816	Integrin-mediated cell adhesion	WikiPathways	99
198817	Mitochondrial LC-Fatty Acid Beta-Oxidation	WikiPathways	16
198819	Signal Transduction of S1P Receptor	WikiPathways	24
198821	Glucuronidation	WikiPathways	18
198823	Complement Activation, Classical Pathway	WikiPathways	17
198824	Glutathione metabolism	WikiPathways	21
198825	Selenium Pathway	WikiPathways	84
198826	Kit Receptor Signaling Pathway	WikiPathways	67
198827	DNA damage response (only ATM dependent)	WikiPathways	40
198828	Hypertrophy Model	WikiPathways	20
198832	Adipogenesis	WikiPathways	133
198833	Folate Metabolism	WikiPathways	23
198834	MAPK Cascade	WikiPathways	29
198835	Hedgehog Signaling Pathway	WikiPathways	22
198836	Signaling of Hepatocyte Growth Factor Receptor	WikiPathways	33
198837	metapathway biotransformation	WikiPathways	13
198839	GPCRs, Class C Metabotropic glutamate, pheromone	WikiPathways	15
198840	Blood Clotting Cascade	WikiPathways	24
198842	Osteoblast Signaling	WikiPathways	13
198843	mRNA processing	WikiPathways	124
198844	ErbB signaling pathway	WikiPathways	55
198845	Insulin Signaling	WikiPathways	160
198846	Selenium Metabolism and Selenoproteins	WikiPathways	36
198847	Wnt Signaling Pathway and Pluripotency	WikiPathways	91
198848	Nuclear Receptors	WikiPathways	38
198849	G Protein Signaling Pathways	WikiPathways	95
198850	Tryptophan metabolism	WikiPathways	45
198851	Monoamine Transport	WikiPathways	33
198852	Statin Pathway	WikiPathways	29
198853	Cytoplasmic Ribosomal Proteins	WikiPathways	87
198856	Glycogen Metabolism	WikiPathways	35
198857	IL-7 Signaling Pathway	WikiPathways	44
198858	Nicotine Activity on Dopaminergic Neurons	WikiPathways	21
198859	Triacylglyceride Synthesis	WikiPathways	24
198860	Electron Transport Chain	WikiPathways	90
198861	Monoamine GPCRs	WikiPathways	33
198862	T Cell Receptor Signaling Pathway	WikiPathways	135
198863	Estrogen signaling pathway	WikiPathways	18
198864	IL-6 Signaling Pathway	WikiPathways	97
198865	Fatty Acid Beta Oxidation	WikiPathways	34
198868	AMPK signaling	WikiPathways	24
198869	Nucleotide GPCRs	WikiPathways	12
198870	Oxidative phosphorylation	WikiPathways	51
198871	Id Signaling Pathway	WikiPathways	52
198872	Serotonin Receptor 4/6/7 and NR3C Signaling	WikiPathways	18
198873	Fatty Acid Biosynthesis	WikiPathways	22
198874	Regulation of Actin Cytoskeleton	WikiPathways	145
198876	Nucleotide Metabolism	WikiPathways	20
198877	Apoptosis Modulation by HSP70	WikiPathways	19
198878	Serotonin Receptor 2 and ELK-SRF/GATA4 signaling	WikiPathways	16
198879	Delta-Notch Signaling Pathway	WikiPathways	86
198880	Complement and Coagulation Cascades	WikiPathways	50
198881	IL-3 Signaling Pathway	WikiPathways	100
198882	EPO Receptor Signaling	WikiPathways	26
198883	IL-9 Signaling Pathway	WikiPathways	23
198884	TNF-alpha/NF-kB Signaling Pathway	WikiPathways	187
198885	IL-2 Signaling Pathway	WikiPathways	76
198886	GPCRs, Class A Rhodopsin-like	WikiPathways	258
198887	Nuclear receptors in lipid metabolism and toxicity	WikiPathways	33
198888	Eicosanoid Synthesis	WikiPathways	19
198892	Small Ligand GPCRs	WikiPathways	18
198893	p38 MAPK Signaling Pathway	WikiPathways	34
198894	FAS pathway and Stress induction of HSP regulation	WikiPathways	38
198896	TP53 network	WikiPathways	13
198897	Peptide GPCRs	WikiPathways	71
198900	Matrix Metalloproteinases	WikiPathways	30
198901	SIDS Susceptibility Pathways	WikiPathways	66
198903	Striated Muscle Contraction	WikiPathways	38
198905	Irinotecan Pathway	WikiPathways	13
198906	Calcium Regulation in the Cardiac Cell	WikiPathways	149
198907	Energy Metabolism	WikiPathways	47
198908	IL-1 Signaling Pathway	WikiPathways	12
