objID	objStat	objName	SNPcount	chr	startpos	endpos	length	strand	dbsnp	bin
2903	2.19457637195664	GRIN2A	222	16	9847265	10276611	429347	-1	rs8057216	15
2904	2.75854112054337	GRIN2B	238	12	13714410	14133022	418613	-1	rs4764005	15
2905	-1.00235948989605	GRIN2C	3	17	72838168	72856007	17840	-1	rs3744215	3
2906	0.900914088253819	GRIN2D	4	19	48898132	48948188	50057	1	rs1799286	4
2908	1.89624239182214	NR3C1	35	5	142657496	142815077	157582	-1	rs13162395	13
2909	1.01992085052446	ARHGAP35	15	19	47421933	47508334	86402	1	rs8109747	9
2911	2.15655953884928	GRM1	78	6	146348782	146758731	409950	1	rs362949	15
2912	1.42537787531057	GRM2	3	3	51741081	51752629	11549	1	rs6445959	3
2913	2.39364249523087	GRM3	58	7	86273230	86494192	220963	1	rs10226401	14
2914	3.39751845977857	GRM4	57	6	33989628	34101443	111816	-1	rs7772436	14
2915	2.5014669091644	GRM5	168	11	88237744	88796816	559073	-1	rs904462	15
2916	0.394426746703672	GRM6	13	5	178405328	178422124	16797	-1	rs4700765	8
2917	3.0723226578465	GRM7	391	3	6902802	7783218	880417	1	rs17046671	15
2918	3.18974171357794	GRM8	306	7	126078652	126892428	813777	-1	rs10262712	15
2919	1.73642904677078	CXCL1	21	4	74735109	74736959	1851	1	rs509958	10
2920	2.73882065033541	CXCL2	4	4	74962752	74964997	2246	-1	rs4694182	4
2921	1.08250994230019	CXCL3	6	4	74902306	74904490	2185	-1	rs16850403	5
2922	1.00882201704652	GRP	21	18	56887400	56898003	10604	1	rs1543159	10
2923	0.847077366134015	PDIA3	4	15	44038590	44064804	26215	1	rs3087657	4
2925	1.20405583118093	GRPR	11	X	16141424	16171641	30218	1	rs5980231	7
2926	2.37438943139096	GRSF1	9	4	71681499	71705627	24129	-1	rs4694080	6
2928	0.404645647223783	GSC2	2	22	19136504	19137796	1293	-1	rs2096376	2
2931	0.221085320510335	GSK3A	1	19	42734338	42746736	12399	-1	rs11878620	1
2932	1.25248826975996	GSK3B	30	3	119540800	119813264	272465	-1	rs6778773	12
2934	0.680509355643368	GSN	20	9	124030380	124095120	64741	1	rs3789314	10
2935	1.45171811595698	GSPT1	10	16	11961985	12010519	48535	-1	rs2051546	7
2936	2.05515537286268	GSR	11	8	30535578	30585486	49909	-1	rs2551698	7
2937	1.29157605743237	GSS	5	20	33516236	33543601	27366	-1	rs2273684	4
2938	0.762442414312422	GSTA1	5	6	52656178	52668664	12487	-1	rs9382137	4
2939	1.20083296946167	GSTA2	17	6	52614885	52628361	13477	-1	rs9474312	9
2940	2.28528708023737	GSTA3	21	6	52761437	52774496	13060	-1	rs9296695	10
2941	1.46976282772894	GSTA4	19	6	52842746	52860178	17433	-1	rs4712026	10
2946	0.989268073876258	GSTM2	3	1	110210644	110226619	15976	1	rs17038616	3
2947	0.943060418486018	GSTM3	4	1	110276554	110283660	7107	-1	rs7483	4
2948	-0.157069594733269	GSTM4	3	1	110198698	110208123	9426	1	rs560018	3
2949	1.48845098232407	GSTM5	5	1	110254864	110260890	6027	1	rs11101992	4
2950	1.39986416097997	GSTP1	9	11	67351066	67354124	3059	1	rs8191431	6
2953	0.535138629014741	GSTT2	3	22	24322314	24326106	3793	1	rs6004011	3
2954	0.510250466845529	GSTZ1	8	14	77787230	77797940	10711	1	rs2287395	6
2956	1.26355442609581	MSH6	12	2	48010221	48034092	23872	1	rs3136245	8
2957	1.70202863766794	GTF2A1	11	14	81646394	81687575	41182	-1	rs7142641	7
2958	0.478449934697345	GTF2A2	5	15	59930261	59949737	19477	-1	rs2414638	4
2959	1.18644654427889	GTF2B	9	1	89318321	89357301	38981	-1	rs13376108	6
2960	3.00088071242664	GTF2E1	33	3	120461558	120501916	40359	1	rs3732401	12
2961	1.14260169857012	GTF2E2	14	8	30436031	30515738	79708	-1	rs2979534	8
2962	1.88076421533289	GTF2F1	3	19	6379580	6393291	13712	-1	rs8102597	3
2963	2.46279165152598	GTF2F2	30	13	45694631	45858240	163610	1	rs9534090	12
2965	1.39929679615061	GTF2H1	14	11	18343816	18388590	44775	1	rs4150679	8
2967	2.79487366790092	GTF2H3	9	12	124118381	124145334	26954	1	rs6488889	6
2969	1.83538948900876	GTF2I	8	7	74072030	74175022	102993	1	rs13238568	6
2971	2.20987267687686	GTF3A	19	13	27998681	28009846	11166	1	rs9554024	10
2972	2.27945553995199	BRF1	10	14	105675623	105781914	106292	-1	rs3784230	7
2975	1.36867784065933	GTF3C1	6	16	27471934	27561251	89318	-1	rs232080	5
2976	0.495294858071092	GTF3C2	1	2	27548721	27579868	31148	-1	rs11684134	1
2977	2.12575097550114	GUCY1A2	128	11	106557910	106889171	331262	-1	rs7927553	15
2978	2.29834783410957	GUCA1A	20	6	42123144	42147794	24651	1	rs10948022	10
2979	1.73607824753185	GUCA1B	7	6	42151022	42162694	11673	-1	rs7750260	5
2980	1.82020363346787	GUCA2A	5	1	42628362	42630395	2034	-1	rs12077500	4
2981	1.63305228821028	GUCA2B	14	1	42619092	42621495	2404	1	rs7516178	8
2982	2.36644175531416	GUCY1A3	49	4	156587862	156658214	70353	1	rs10010993	14
2983	1.95026954982888	GUCY1B3	22	4	156680126	156728783	48658	1	rs2340915	11
2984	3.41407055422744	GUCY2C	24	12	14765566	14849519	83954	-1	rs10846029	11
2986	2.00167218327796	GUCY2F	23	X	108616135	108725285	109151	-1	rs16985728	11
2987	0.253336749642702	GUK1	2	1	228327785	228336656	8872	1	rs12090413	2
2990	0.359132459486179	GUSB	5	7	65425671	65447301	21631	-1	rs11768292	4
2992	1.13311014871043	GYG1	22	3	148709195	148745456	36262	1	rs7617449	11
2993	2.31505357991845	GYPA	15	4	145030456	145061904	31449	-1	rs6537248	9
2994	2.01939674111378	GYPB	6	4	144917257	144940496	23240	-1	rs1849119	5
2995	1.87973648883608	GYPC	44	2	127413684	127454246	40563	1	rs17014263	13
2996	0.78546667797081	GYPE	6	4	144792019	144826716	34698	-1	rs10857415	5
2997	-0.836446077397782	GYS1	4	19	49471382	49496610	25229	-1	rs12980441	4
2998	2.19440927113212	GYS2	30	12	21689123	21757781	68659	-1	rs1478292	12
2999	1.24116175496175	GZMH	4	14	25075693	25078864	3172	-1	rs1951594	4
3000	1.44064146372994	GUCY2D	11	17	7905988	7923658	17671	1	rs2816	7
3001	0.846273836247818	GZMA	5	5	54398474	54406080	7607	1	rs3111191	4
3002	1.27054658484809	GZMB	25	14	25100160	25103432	3273	-1	rs724023	11
3003	2.00540282453489	GZMK	11	5	54320107	54329960	9854	1	rs6861206	7
3004	0.509907881551082	GZMM	4	19	544027	549919	5893	1	rs12611042	4
3005	0.197216652135966	H1F0	4	22	38201114	38203443	2330	1	rs1894644	4
3006	0.81205164131739	HIST1H1C	1	6	26055968	26056699	732	-1	rs9295684	1
3007	1.64557155246526	HIST1H1D	3	6	26234440	26235216	777	-1	rs10946808	3
3008	2.7151787849823	HIST1H1E	6	6	26156559	26157343	785	1	rs16891359	5
3009	1.06094697375604	HIST1H1B	2	6	27834570	27835359	790	-1	rs200951	2
3010	1.41417679324915	HIST1H1T	7	6	26107640	26108364	725	-1	rs2051542	5
3012	-0.591681331376547	HIST1H2AE	2	6	26217148	26217711	564	1	rs11753131	2
3015	1.13823108943154	H2AFZ	3	4	100869244	100871512	2269	-1	rs6831193	3
3017	-0.172235995999275	HIST1H2BD	4	6	26158349	26171577	13229	1	rs9467684	4
3018	-0.63807324797541	HIST1H2BB	1	6	26043455	26043885	431	-1	rs2032447	1
3020	0.858424688170035	H3F3A	9	1	226250408	226259703	9296	1	rs4653440	6
3021	1.08306403761436	H3F3B	3	17	73772515	73775860	3346	-1	rs10338	3
3024	1.3840602728799	HIST1H1A	5	6	26017260	26018040	781	-1	rs2237231	4
3026	2.72562432881198	HABP2	55	10	115310590	115349361	38772	1	rs7919248	14
3028	0.0942381251852213	HSD17B10	1	X	53458206	53461323	3118	-1	rs1264018	1
3029	1.46807445344026	HAGH	5	16	1859104	1877195	18092	-1	rs11860469	4
3030	3.37881114442701	HADHA	8	2	26413504	26467594	54091	-1	rs3791731	6
3032	3.52342975646533	HADHB	8	2	26467616	26513333	45718	1	rs3792006	6
3033	1.89984091325685	HADH	5	4	108910870	108956331	45462	1	rs4956035	4
3034	1.12361120621547	HAL	18	12	96367142	96390071	22930	-1	rs3829305	10
3035	-2.65562324950987	HARS	1	5	140053490	140070971	17482	-1	rs811382	1
3036	1.9238132180422	HAS1	17	19	52216365	52227221	10857	-1	rs11670586	9
3037	2.74042384417199	HAS2	38	8	122625271	122653630	28360	-1	rs4871207	13
3038	0.851430959365725	HAS3	3	16	69139467	69152622	13156	1	rs2232228	3
3039	1.20554753241837	HBA1	2	16	226679	227520	842	1	rs8061637	2
3042	0.0954165135563107	HBM	1	16	215973	216767	795	1	rs3785309	1
3043	0.815304558677976	HBB	5	11	5246696	5248301	1606	-1	rs1609812	4
3045	1.77275085598455	HBD	6	11	5254059	5255858	1800	-1	rs10488678	5
3046	1.22413845894589	HBE1	2	11	5289580	5291373	1794	-1	rs2213169	2
3047	-0.736438305790037	HBG1	2	11	5269502	5271087	1586	-1	rs2071348	2
3048	0.508660805354739	HBG2	1	11	5274421	5276011	1591	-1	rs2255519	1
3052	1.0795379177104	HCCS	3	X	11129406	11141206	11801	1	rs4830448	3
3053	-1.12804716683836	SERPIND1	2	22	21128383	21142008	13626	1	rs165862	2
3054	1.10480521576908	HCFC1	2	X	153213008	153236819	23812	-1	rs762654	2
3055	1.64089120994569	HCK	13	20	30639991	30689659	49669	1	rs12481708	8
3059	1.70061130451308	HCLS1	2	3	121350246	121379791	29546	-1	rs2070179	2
3061	0.221817443187718	HCRTR1	1	1	32083301	32092919	9619	1	rs2271933	1
3062	2.65342277896925	HCRTR2	49	6	55039071	55147418	108348	1	rs9367630	14
3064	2.00878443166287	HTT	29	4	3076408	3245687	169280	1	rs11938764	12
3065	1.25639167080566	HDAC1	1	1	32757708	32799224	41517	1	rs16834956	1
3066	0.999385461287633	HDAC2	35	6	114257320	114292359	35040	-1	rs551673	13
3067	0.621537544034229	HDC	12	15	50534144	50558162	24019	-1	rs7166052	8
3068	1.43499683324734	HDGF	1	1	156711899	156722240	10342	-1	rs6657293	1
3069	3.06181415176176	HDLBP	19	2	242166679	242255254	88576	-1	rs3771347	10
3070	0.3907662824132	HELLS	6	10	96305574	96361856	56283	1	rs4918409	5
3071	2.03660142381697	NCKAP1L	27	12	54891495	54936899	45405	1	rs1249390	12
3073	2.89430405305143	HEXA	11	15	72635778	72668520	32743	-1	rs4777501	7
3074	1.43489156401769	HEXB	27	5	73980969	74017113	36145	1	rs3846656	12
3075	1.91447100898149	CFH	23	1	196621008	196716634	95627	1	rs534399	11
3077	1.49167639556594	HFE	7	6	26087509	26095469	7961	1	rs9366637	5
3078	1.02527383077997	CFHR1	3	1	196788861	196801319	12459	1	rs16840661	3
3080	0.260785405283677	CFHR2	1	1	196912934	196928356	15423	1	rs9427938	1
3082	2.32932225973145	HGF	41	7	81331444	81399452	68009	-1	rs10266050	13
3083	0.616543304865219	HGFAC	9	4	3443726	3451213	7488	1	rs4690098	6
3084	3.14692017707816	NRG1	370	8	31496820	32622558	1125739	1	rs13266401	15
3087	2.13444954028743	HHEX	12	10	94449681	94455408	5728	1	rs2497313	8
3091	1.95453482956107	HIF1A	22	14	62162119	62214977	52859	1	rs2256204	11
3092	2.27393325287566	HIP1	53	7	75163409	75368279	204871	-1	rs1167830	14
3093	1.05111451146534	UBE2K	18	4	39699664	39784412	84749	1	rs6531736	10
3094	1.2613965797194	HINT1	6	5	130494875	130501034	6160	-1	rs9327594	5
3096	1.42876426404584	HIVEP1	93	6	12012724	12165232	152509	1	rs219968	15
3097	2.33713818660796	HIVEP2	97	6	143072604	143266338	193735	-1	rs9496462	15
3098	1.8619226067315	HK1	52	10	71029756	71161638	131883	1	rs10998710	14
3099	1.35341840779622	HK2	51	2	75059782	75120481	60700	1	rs3755454	14
3101	1.85888105501013	HK3	6	5	176307870	176326333	18464	-1	rs539822	5
3105	0.973932611766667	HLA-A	43	6	29910247	29913661	3415	1	rs2571375	13
3106	0.827255959533798	HLA-B	32	6	31321649	31324989	3341	-1	rs13202464	12
3107	0.86360302834951	HLA-C	84	6	31236529	31239855	3327	-1	rs16899178	15
3108	1.40462775119638	HLA-DMA	8	6	32916391	32920899	4509	-1	rs3135029	6
3109	0.514924184805007	HLA-DMB	24	6	32902406	32908847	6442	-1	rs2395296	11
3110	1.74123725182357	MNX1	12	7	156797547	156803347	5801	-1	rs10259516	8
3111	2.50781572829237	HLA-DOA	51	6	32971959	32977389	5431	-1	rs763469	14
3112	0.766931910142217	HLA-DOB	29	6	32780540	32784825	4286	-1	rs2621330	12
3113	3.49503477119021	HLA-DPA1	16	6	33032346	33048555	16210	-1	rs7768345	9
3115	2.25403446284739	HLA-DPB1	27	6	33043703	33057473	13771	1	rs2281388	12
3117	0.00739963419347404	HLA-DQA1	6	6	32605183	32611429	6247	1	rs9271568	5
3118	0.83000492344563	HLA-DQA2	46	6	32709163	32714664	5502	1	rs9276370	14
3119	1.50291098467069	HLA-DQB1	45	6	32627657	32634466	6810	-1	rs9275184	14
3120	0.244835248503641	HLA-DQB2	23	6	32723875	32731330	7456	-1	rs719654	11
3122	0.405483696612246	HLA-DRA	21	6	32407619	32412823	5205	1	rs2395175	10
3123	1.04645719048396	HLA-DRB1	5	6	32546546	32557562	11017	-1	rs660895	4
3131	1.43909361795055	HLF	59	17	53342321	53402426	60106	1	rs884206	14
3133	0.209569098323569	HLA-E	18	6	30457183	30461982	4800	1	rs1076832	10
3134	0.75312966453186	HLA-F	35	6	29691117	29695073	3957	1	rs1610601	13
3135	1.44909877531724	HLA-G	50	6	29794756	29798899	4144	1	rs2394185	14
3140	1.62101696668164	MR1	18	1	181002561	181031074	28514	1	rs16856699	10
3141	1.57195063567318	HLCS	67	21	38123189	38362545	239357	-1	rs8131621	14
3142	0.701543335671871	HLX	17	1	221052743	221058401	5659	1	rs7546886	9
3145	0.499322793514409	HMBS	1	11	118955587	118964259	8673	1	rs1784304	1
3146	5.19933758229066	HMGB1	29	13	31032877	31040081	7205	-1	rs9315015	12
3148	0.886307219054209	HMGB2	5	4	174252527	174255595	3069	-1	rs1585948	4
3149	1.08162318060885	HMGB3	19	X	150151763	150159248	7486	1	rs5924854	10
3150	0.78686653402276	HMGN1	8	21	40714241	40721047	6807	-1	rs726046	6
3151	0.928693404115759	HMGN2	3	1	26798902	26803133	4232	1	rs12741800	3
3155	0.507659721832743	HMGCL	4	1	24128367	24151949	23583	-1	rs11714	4
3156	0.743931363329454	HMGCR	14	5	74632993	74657926	24934	1	rs1423528	8
3157	1.01343589794132	HMGCS1	4	5	43289493	43313595	24103	-1	rs4866818	4
3158	1.45381357075259	HMGCS2	18	1	120290619	120311555	20937	-1	rs17024243	10
3159	2.58684198307701	HMGA1	4	6	34204577	34214008	9432	1	rs1759628	4
3161	1.28089656360168	HMMR	9	5	162887517	162918951	31435	1	rs12332687	6
3162	1.37913867982517	HMOX1	7	22	35777060	35790207	13148	1	rs743811	5
3163	1.36229755166262	HMOX2	4	16	4524719	4560348	35630	1	rs8063084	4
3164	2.41553760431904	NR4A1	11	12	52416616	52453291	36676	1	rs2701129	7
3167	-0.580401342528818	HMX2	1	10	124907638	124910188	2551	1	rs10902882	1
3169	1.32827886242053	FOXA1	10	14	38059189	38064489	5301	-1	rs3742595	7
3170	2.51067669627482	FOXA2	29	20	22561642	22566101	4460	-1	rs6075924	12
3171	0.293583742778368	FOXA3	4	19	46367518	46377055	9538	1	rs10409222	4
3172	2.0615352932689	HNF4A	40	20	42984441	43060030	75590	1	rs2071197	13
3174	1.27790195123988	HNF4G	36	8	76452203	76479069	26867	1	rs2926583	13
3175	1.81971774219732	ONECUT1	34	15	53049353	53082209	32857	-1	rs2440359	13
3176	1.91585150266208	HNMT	38	2	138721808	138773934	52127	1	rs3113233	13
3177	1.54722084978296	SLC29A2	4	11	66129992	66139291	9300	-1	rs4930359	4
3181	0.815650600702727	HNRNPA2B1	3	7	26229556	26240413	10858	-1	rs1049938	3
3182	1.67979093246531	HNRNPAB	18	5	177631508	177638184	6677	1	rs7715618	10
3183	3.30552099923413	HNRNPC	16	14	21677295	21737638	60344	-1	rs1243370	9
3184	1.9842138967691	HNRNPD	10	4	83274467	83295149	20683	-1	rs3762885	7
3185	1.32122005852712	HNRNPF	7	10	43881065	43904696	23632	-1	rs7075653	5
3187	0.595029129106836	HNRNPH1	2	5	179041179	179050722	9544	-1	rs4078141	2
3188	-0.897976646508514	HNRNPH2	1	X	100663121	100669128	6008	1	rs3027575	1
3189	0.497784417723549	HNRNPH3	2	10	70091768	70102953	11186	1	rs10998072	2
3190	0.945315162009183	HNRNPK	3	9	86582998	86595569	12572	-1	rs296885	3
3191	1.58108764183062	HNRNPL	3	19	39327028	39342979	15952	-1	rs862456	3
3192	2.57382889668277	HNRNPU	9	1	245013602	245027827	14226	-1	rs9660907	6
3195	-0.396318610086499	TLX1	5	10	102891061	102897546	6486	1	rs2235128	4
3198	2.05725191606359	HOXA1	5	7	27132612	27135625	3014	-1	rs10951154	4
3199	-0.729326444258276	HOXA2	1	7	27139973	27142394	2422	-1	rs2522828	1
3200	1.07163501430138	HOXA3	4	7	27145809	27166639	20831	-1	rs4722657	4
3201	1.36521336159894	HOXA4	3	7	27168126	27170399	2274	-1	rs12533947	3
3202	0.740478009027584	HOXA5	3	7	27180671	27183287	2617	-1	rs3757640	3
3203	1.72060789421305	HOXA6	2	7	27185202	27187393	2192	-1	rs983186	2
3204	2.55587881485646	HOXA7	2	7	27193335	27196296	2962	-1	rs2301721	2
3205	1.47286292813528	HOXA9	4	7	27202057	27205149	3093	-1	rs875898	4
3206	0.327660992501044	HOXA10	5	7	27210210	27219880	9671	-1	rs2237336	4
3207	1.21485866847777	HOXA11	3	7	27220776	27224835	4060	-1	rs6461992	3
3208	-0.575889312444951	HPCA	1	1	33352098	33360247	8150	1	rs1284373	1
3209	1.90705087324379	HOXA13	13	7	27236499	27239725	3227	-1	rs10262140	8
3211	1.6417973907176	HOXB1	17	17	46606807	46608272	1466	-1	rs4793871	9
3212	0.897170395048324	HOXB2	3	17	46620017	46622393	2377	-1	rs1042815	3
3213	0.357242863107222	HOXB3	4	17	46626232	46651810	25579	-1	rs2555111	4
3214	-0.518029051491318	HOXB4	2	17	46652869	46655743	2875	-1	rs2288278	2
3215	-0.300977043475432	HOXB5	3	17	46668619	46671103	2485	-1	rs9299	3
3216	-0.542915475921141	HOXB6	2	17	46673099	46682334	9236	-1	rs9897918	2
3217	-0.20683336247578	HOXB7	2	17	46684594	46688383	3790	-1	rs15689	2
3219	1.57763276761391	HOXB9	9	17	46698518	46703835	5318	-1	rs16942810	6
3221	1.63406120381844	HOXC4	10	12	54410642	54449814	39173	1	rs17106472	7
3222	0.953031718777858	HOXC5	3	12	54410642	54429145	18504	1	rs2630772	3
3223	-0.0554650162706041	HOXC6	2	12	54410642	54424607	13966	1	rs754133	2
3224	-0.185373617462858	HOXC8	1	12	54402890	54406547	3658	1	rs12822416	1
3225	0.392206015181858	HOXC9	1	12	54393877	54397121	3245	1	rs2241820	1
3226	0.329113368513038	HOXC10	3	12	54378946	54384063	5118	1	rs12304647	3
3227	0.363633108388014	HOXC11	1	12	54366910	54370203	3294	1	rs1899663	1
3228	1.06904809119128	HOXC12	4	12	54348714	54350350	1637	1	rs17840857	4
3229	1.47209213160012	HOXC13	13	12	54332576	54340328	7753	1	rs4759058	8
3231	1.31395900605002	HOXD1	12	2	177053307	177055635	2329	1	rs13390932	8
3232	0.626626642372811	HOXD3	4	2	177028805	177037826	9022	1	rs1542180	4
3233	0.655071065901841	HOXD4	4	2	177016113	177017951	1839	1	rs6736786	4
3234	0.436966008010472	HOXD8	2	2	176994422	176997423	3002	1	rs2113563	2
3236	0.970574920222175	HOXD10	2	2	176981492	176984670	3179	1	rs711819	2
3237	0.831668651447018	HOXD11	2	2	176972084	176974316	2233	1	rs847146	2
3238	0.807160534217293	HOXD12	1	2	176964530	176965488	959	1	rs847153	1
3239	-0.903863095546895	HOXD13	1	2	176957532	176960666	3135	1	rs3754983	1
3240	0.163163123817583	HP	4	16	72088508	72094955	6448	1	rs9932951	4
3241	1.86599546487036	HPCAL1	66	2	10443040	10567743	124704	1	rs2041741	14
3242	0.955905460471503	HPD	7	12	122277433	122326517	49085	-1	rs7309105	5
3248	1.58298887537093	HPGD	48	4	175411328	175444044	32717	-1	rs17360144	14
3249	1.02717939217931	HPN	15	19	35531410	35557477	26068	1	rs2305744	9
3250	-1.30845980313039	HPR	1	16	72097125	72111145	14021	1	rs2000999	1
3251	0.767739439561247	HPRT1	8	X	133594175	133634698	40524	1	rs6529631	6
3257	0.356484176660621	HPS1	10	10	100175955	100206704	30750	-1	rs11189603	7
3263	2.02598814020077	HPX	6	11	6452268	6462254	9987	-1	rs16913549	5
3267	0.198208419964093	AGFG1	19	2	228336888	228425938	89051	1	rs10189795	10
3268	1.16492340150454	AGFG2	4	7	100136834	100165843	29010	1	rs2734897	4
3269	1.63044254013993	HRH1	35	3	11178779	11304939	126161	1	rs2675155	13
3270	-0.484149180813618	HRC	3	19	49654455	49658681	4227	-1	rs2278004	3
3273	2.24963696394774	HRG	18	3	186383798	186396023	12226	1	rs6765529	10
3274	3.1666609271232	HRH2	31	5	175085040	175113245	28206	1	rs6875659	12
3275	1.88032351791554	PRMT2	12	21	48055507	48085155	29649	1	rs2839367	8
3276	0.50799050791899	PRMT1	1	19	50180409	50191704	11296	1	rs10415880	1
3280	2.14453555157043	HES1	25	3	193853931	193856401	2471	1	rs11918995	11
3281	1.44021705316016	HSBP1	24	16	83841593	83846594	5002	1	rs13336699	11
3283	1.91892362702509	HSD3B1	21	1	120049826	120057681	7856	1	rs6686779	10
3284	1.68538663767418	HSD3B2	15	1	119957554	119965662	8109	1	rs6661603	9
3290	1.32344931849191	HSD11B1	13	1	209859525	209908295	48771	1	rs17015076	8
3293	1.45441241492757	HSD17B3	42	9	98997589	99064434	66846	-1	rs10115086	13
3294	3.12633466451419	HSD17B2	43	16	82068858	82132139	63282	1	rs8191159	13
3295	1.56915425643375	HSD17B4	37	5	118788138	118878030	89893	1	rs3797363	13
3298	0.671701101500776	HSF2	19	6	122720696	122754264	33569	1	rs1536731	10
3300	1.17052440202449	DNAJB2	6	2	220144040	220151622	7583	1	rs2891733	5
3301	1.21628072898475	DNAJA1	16	9	33025209	33039062	13854	1	rs16918951	9
3304	-0.0413786914565949	HSPA1B	1	6	31795512	31798031	2520	1	rs2763979	1
3305	-0.206305861763618	HSPA1L	2	6	31777396	31782835	5440	-1	rs2075800	2
3306	0.723800862110217	HSPA2	2	14	65007186	65009955	2770	1	rs2123463	2
3308	2.02192597366245	HSPA4	18	5	132387662	132440709	53048	1	rs7723437	10
3309	0.734214528811862	HSPA5	2	9	127997127	128003666	6540	-1	rs7922	2
3310	0.305147257721232	HSPA6	3	1	161494036	161496687	2652	1	rs12129787	3
3312	0.96902242619668	HSPA8	8	11	122928200	122932844	4645	-1	rs10892956	6
3313	1.0626339162291	HSPA9	7	5	137890571	137911318	20748	-1	rs10900855	5
3315	0.552134801277921	HSPB1	2	7	75931875	75933614	1740	1	rs2908201	2
3320	2.01451015291313	HSP90AA1	10	14	102547075	102606086	59012	-1	rs1190592	7
3321	1.78280531671278	IGSF3	13	1	117117031	117210314	93284	-1	rs1414272	8
3326	0.313485283122968	HSP90AB1	1	6	44214849	44221614	6766	1	rs9381299	1
3329	0.0280453265380325	HSPD1	1	2	198351308	198364998	13691	-1	rs788016	1
3337	2.16583235429371	DNAJB1	5	19	14625582	14629201	3620	-1	rs4926222	4
3338	-0.394768153261231	DNAJC4	1	11	63997753	64001753	4001	1	rs3741403	1
3339	2.06027770551864	HSPG2	34	1	22148737	22263750	115014	-1	rs3767139	13
3340	2.1662773428877	NDST1	22	5	149887674	149937773	50100	1	rs17726596	11
3344	1.08131278999817	FOXN2	16	2	48541795	48606434	64640	1	rs4953572	9
3346	1.53128893101787	HTN1	12	4	70916159	70924559	8401	1	rs777411	8
3347	1.81677220792483	HTN3	4	4	70894130	70902255	8126	1	rs17147970	4
3350	1.84214461001177	HTR1A	13	5	63256278	63257546	1269	-1	rs1364041	8
3351	1.27917908273044	HTR1B	34	6	78171948	78173120	1173	-1	rs9448087	13
3352	0.555094535907785	HTR1D	10	1	23518388	23521222	2835	-1	rs10917362	7
3354	1.47124822358417	HTR1E	28	6	87647024	87726397	79374	1	rs16877971	12
3355	1.62082115561087	HTR1F	17	3	88031726	88042919	11194	1	rs4858968	9
3356	1.56012645912879	HTR2A	66	13	47407513	47471169	63657	-1	rs9567733	14
3357	0.29468830228015	HTR2B	3	2	231972947	231989824	16878	-1	rs10194776	3
3358	1.59481326419618	HTR2C	38	X	113818551	114144624	326074	1	rs17094980	13
3359	1.91111347385012	HTR3A	28	11	113845797	113861035	15239	1	rs897684	12
3360	2.32458802000146	HTR4	64	5	147830595	148033739	203145	-1	rs11954513	14
3361	2.19229794570985	HTR5A	39	7	154862546	154877459	14914	1	rs1561598	13
3362	0.483909638032877	HTR6	3	1	19991780	20006055	14276	1	rs6699866	3
3363	1.48290369348399	HTR7	36	10	92500575	92617671	117097	-1	rs7902353	13
3364	0.861312414609763	HUS1	4	7	48002885	48019222	16338	-1	rs3176582	4
3371	1.78150493136998	TNC	76	9	117782805	117880486	97682	-1	rs10982482	15
3373	2.54710739319148	HYAL1	2	3	50337320	50349812	12493	-1	rs11130248	2
3375	1.25813759243576	IAPP	5	12	21525802	21532914	7113	1	rs12306121	4
3376	1.87818398674489	IARS	15	9	94972625	95056038	83414	-1	rs10739927	9
3381	0.3484316988309	IBSP	20	4	88720702	88733601	12900	1	rs2100889	10
3382	2.31043650535063	ICA1	89	7	8152814	8302185	149372	-1	rs10085429	15
3383	1.55690096634491	ICAM1	6	19	10381517	10397291	15775	1	rs5030351	5
3384	3.00110702579336	ICAM2	4	17	62079955	62097994	18040	-1	rs917556	4
3385	0.128900981531635	ICAM3	6	19	10444452	10450345	5894	-1	rs2304240	5
3386	0.229904473606996	ICAM4	1	19	10397650	10399198	1549	1	rs2569693	1
3394	1.69765974273443	IRF8	67	16	85932774	85956212	23439	1	rs11863484	14
3396	1.09507449823078	ICT1	4	17	73008780	73017356	8577	1	rs9899328	4
3397	3.34059192570376	ID1	3	20	30193092	30194313	1222	1	rs6120890	3
3398	2.66060673878077	ID2	19	2	8822113	8824583	2471	1	rs10188643	10
3399	2.32988935101188	ID3	12	1	23884409	23886322	1914	-1	rs2683061	8
3400	1.67533766195743	ID4	46	6	19837617	19840915	3299	1	rs16882740	14
3416	1.42591111715206	IDE	24	10	94211441	94333852	122412	-1	rs11187062	11
3417	3.06290450261127	IDH1	8	2	209100953	209119806	18854	-1	rs4675743	6
3418	1.28194483076896	IDH2	11	15	90627210	90645708	18499	-1	rs9972327	7
3419	0.811257171013115	IDH3A	9	15	78441719	78462884	21166	1	rs2028548	6
3420	0.374134839014599	IDH3B	7	20	2639041	2644843	5803	-1	rs6051076	5
3421	-0.212052597983247	IDH3G	3	X	153051221	153059967	8747	-1	rs2071122	3
3422	-0.283222867472173	IDI1	6	10	1085963	1095061	9099	-1	rs7075141	5
3423	1.80817029699824	IDS	21	X	148560295	148586884	26590	-1	rs4843987	10
3425	-0.446887901242202	IDUA	3	4	980785	998317	17533	1	rs3822030	3
3426	1.7405299830455	CFI	13	4	110661848	110723335	61488	-1	rs11726949	8
3428	1.96071738424176	IFI16	20	1	158979682	159024945	45264	1	rs947275	10
3429	1.55605926617897	IFI27	7	14	94577079	94583033	5955	1	rs8020410	5
